シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"エンディング_Aパターン",,,0,,,0,0,,,
,"コメント",,0,,"Aパターン",0,0,,,
,"ジャンプ",,0,,"エンディング_ACパターン",0,0,,,
"エンディング_Cパターン",,,0,,,0,0,,,
,"コメント",,0,,"Cパターン",0,0,,,
,"ジャンプ",,0,,"エンディング_ACパターン",0,0,,,
"エンディング_ACパターン",,,0,,,0,0,,,
,"会話","*ルート",1,"アルム","MID_ED_1_アルム",0,0,,,
,"会話","*else",0,,"MID_ED_1_セリカ",0,0,,,
,"会話",,0,,"MID_ED_3",0,0,,,
,"会話","*ルート",1,"アルム","MID_ED_4_アルム",0,0,,,
,"会話","*else",0,,"MID_ED_4_セリカ",0,0,,,
,"BGM再生",,0,,"BGM_MAP_DLC_000_00",0,0,,,
,"はい・いいえ選択",,0,,"MID_ED_5_確認1",0,0,,,
,"はい選択",,0,,"エンディング_Aパターン加入",0,0,,,
,"いいえ選択",,0,,"エンディング_Aパターン未加入",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"エンディング_Aパターン加入",,,0,,,0,0,,,
,"会話",,0,,"MID_ED_6",0,0,,,
,"仲間入り","*加入",2,"ユズ","ユズ",0,0,,,
,"仲間入り","*加入",2,"シェイド","シェイド",0,0,,,
,"支援会話データ作成",,0,,"PID_ユズ",0,0,"PID_シェイド",,
,"変数セット","*ルート",1,"アルム","G_E023_ユズシェイド加入アルム",0,1,,,
,"変数セット","*else",0,,"G_E023_ユズシェイド加入アルム",0,0,,,
,"ウェイト",,0,,,1500,0,,,
,"会話",,0,,"MID_ED_8",0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"エンディング_Aパターン未加入",,,0,,,0,0,,,
,"会話",,0,,"MID_ED_9A",0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"エンディング_Bパターン",,,0,,,0,0,,,
,"コメント",,0,,"Bパターン",0,0,,,
,"会話","*ルート",1,"アルム","MID_ED_1_アルム",0,0,,,
,"会話","*else",0,,"MID_ED_1_セリカ",0,0,,,
,"会話",,0,,"MID_ED_2",0,0,,,
,"会話",,0,,"MID_ED_3",0,0,,,
,"会話","*ルート",1,"アルム","MID_ED_4_アルム",0,0,,,
,"会話","*else",0,,"MID_ED_4_セリカ",0,0,,,
,"BGM再生",,0,,"BGM_MAP_DLC_000_00",0,0,,,
,"はい・いいえ選択",,0,,"MID_ED_5_確認1",0,0,,,
,"はい選択",,0,,"エンディング_Bパターン加入",0,0,,,
,"いいえ選択",,0,,"エンディング_Bパターン未加入",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"エンディング_Bパターン加入",,,0,,,0,0,,,
,"会話",,0,,"MID_ED_6",0,0,,,
,"仲間入り","*加入",2,"ユズ","ユズ",0,0,,,
,"仲間入り","*加入",2,"シェイド","シェイド",0,0,,,
,"支援会話データ作成",,0,,"PID_ユズ",0,0,"PID_シェイド",,
,"変数セット","*ルート",1,"アルム","G_E023_ユズシェイド加入アルム",0,1,,,
,"変数セット","*else",0,,"G_E023_ユズシェイド加入アルム",0,0,,,
,"ウェイト",,0,,,1500,0,,,
,"会話",,0,,"MID_ED_7",0,0,,,
,"会話",,0,,"MID_ED_8",0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"エンディング_Bパターン未加入",,,0,,,0,0,,,
,"会話",,0,,"MID_ED_9B",0,0,,,
,"会話",,0,,"MID_ED_10",0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"エンディング_Dパターン",,,0,,,0,0,,,
,"コメント",,0,,"Dパターン",0,0,,,
,"ジャンプ",,0,,"エンディング_DFパターン",0,0,,,
"エンディング_Fパターン",,,0,,,0,0,,,
,"コメント",,0,,"Fパターン",0,0,,,
,"ジャンプ",,0,,"エンディング_DFパターン",0,0,,,
"エンディング_DFパターン",,,0,,,0,0,,,
,"会話","*ルート",1,"アルム","MID_ED_1_アルム",0,0,,,
,"会話","*else",0,,"MID_ED_1_セリカ",0,0,,,
,"会話",,0,,"MID_ED_3",0,0,,,
,"会話",,0,,"MID_ED_8",0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"エンディング_Eパターン",,,0,,,0,0,,,
,"コメント",,0,,"Eパターン",0,0,,,
,"会話","*ルート",1,"アルム","MID_ED_1_アルム",0,0,,,
,"会話","*else",0,,"MID_ED_1_セリカ",0,0,,,
,"会話",,0,,"MID_ED_2",0,0,,,
,"会話",,0,,"MID_ED_3",0,0,,,
,"会話",,0,,"MID_ED_7",0,0,,,
,"会話",,0,,"MID_ED_8",0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"エンディング_Gパターン",,,0,,,0,0,,,
,"コメント",,0,,"Gパターン",0,0,,,
,"ジャンプ",,0,,"エンディング_GIパターン",0,0,,,
"エンディング_Iパターン",,,0,,,0,0,,,
,"コメント",,0,,"Iパターン",0,0,,,
,"ジャンプ",,0,,"エンディング_GIパターン",0,0,,,
"エンディング_GIパターン",,,0,,,0,0,,,
,"会話","*ルート",1,"アルム","MID_ED_1_アルム",0,0,,,
,"会話","*else",0,,"MID_ED_1_セリカ",0,0,,,
,"会話",,0,,"MID_ED_3",0,0,,,
,"会話","*ルート",1,"アルム","MID_ED_13_アルム",0,0,,,
,"会話","*else",0,,"MID_ED_13_セリカ",0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"エンディング_Hパターン",,,0,,,0,0,,,
,"コメント",,0,,"Hパターン",0,0,,,
,"会話","*ルート",1,"アルム","MID_ED_1_アルム",0,0,,,
,"会話","*else",0,,"MID_ED_1_セリカ",0,0,,,
,"会話",,0,,"MID_ED_2",0,0,,,
,"会話",,0,,"MID_ED_3",0,0,,,
,"会話","*ルート",1,"アルム","MID_ED_13_アルム",0,0,,,
,"会話","*else",0,,"MID_ED_13_セリカ",0,0,,,
,"会話",,0,,"MID_ED_10",0,0,,,
,"BGM停止",,0,,,1000,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
