シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"会話",,0,,"MID_ADV_C_エスト2",6,0,,,
,"コマンドメニュー再構築","G_ギースの砦内部3_エスト会話",1,"1",,0,0,,,
,"会話終了","*else",0,,,0,0,,,
"牢獄２_フェード前3章",,,0,,,0,0,,,
,"立ち絵追加","G_ギースの砦内部3_イルマイベント",1,"0","イルマと会話_扉開前",6,0,"イルマ","MID_ADV_C_NAMEイルマ","デプステスト有り"
,"サブルーチン終了",,0,,,0,0,,,
"牢獄２扉_調べる",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_Door",0,0,,,
,"はい選択",,0,,"牢獄２_イルマイベント",0,0,,,
,"いいえ選択",,0,,"牢獄２扉_開けない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"牢獄２扉_開けない",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"イルマと会話_扉開前",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_Door",0,0,,,
,"はい選択",,0,,"牢獄２_イルマイベント",0,0,,,
,"いいえ選択",,0,,"イルマと会話_開けない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"イルマと会話_開けない",,,0,,,0,0,,,
,"会話終了",,0,,,0,0,,,
"牢獄２_イルマイベント",,,0,,,0,0,,,
,"オブジェクトセット","G_ヌイババ館内部4_ティータ会話",1,"0","irondoor",5,0,,,
,"ウェイト","G_ヌイババ館内部4_ティータ会話",1,"0",,2000,0,,,
,"変数セット",,0,,"イルマイベント中",0,1,,,
,"会話",,0,,"MID_ADV1_イルマ1_1",6,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵表示",0,0,"Tlp_Ev_MotherLiplica",,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_イルマ1_2",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵消去",0,0,,,
,"変数セット",,0,,"G_ギースの砦内部3_イルマイベント",0,1,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_イルマ1_3",6,0,,,
,"立ち絵消去",,0,,"イルマ",6,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"アドベンチャーをスキップ_3章",,,0,,,1,0,,,
,"変数セット",,0,,"G_ギースの砦内部3_イルマイベント",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
