シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"アイテム入手","G_SUB_27解放",1,"1","IID_木彫りのミラ",0,0,,,
,"変数セット","G_SUB_27解放",1,"1","G_SUB_28息子を探して",0,2,,,
,"変数セット","G_SUB_28息子を探して",5,"1","G_SUB_28息子を探して",0,1,,,
,"名声上昇","G_SUB_28息子を探して",1,"2",,100,0,,,
,"会話メニュー再構築","G_SUB_27解放",1,"1",,0,0,,,
,"会話終了",,0,,,0,0,,,
"女性会話_初回",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB28_1_0",10,0,,,
,"はい・いいえ選択",,0,,"MID_SUB28_1_確認0",0,0,,,
,"はい選択",,0,,"女性会話_初回話を聞く",0,0,,,
,"いいえ選択",,0,,"SUB28_話さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"女性会話_初回話を聞く",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB28_1_1",10,0,,,
,"変数セット","G_迷路_竜のほこら１_event1",5,"1","G_迷路_竜のほこら１_event1",0,1,,,
,"変数セット","G_SUB_28息子を探して",5,"1","G_SUB_28息子を探して",0,1,,,
,"会話メニュー再構築",,0,,,0,0,,,
"女性会話_終了",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB28_3_1",10,0,,,
,"貨幣取得",,0,,,0,50,,,
,"会話",,0,,"MID_SUB28_3_2",10,0,,,
,"ダイアログ",,0,,"MID_SUB28_2_確認2",0,0,,,
,"名声上昇",,0,,,100,0,,,
,"変数セット",,0,,"G_SUB_28息子を探して",0,2,,,
,"立ち絵消去",,0,,"女性",10,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"民家_SUB32",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_32奪われた仕事道具",3,"1","SUB32_通常",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB32_通常",,,0,,,0,0,,,
,"立ち絵追加","SUB32_おじさん再配置",5,"1","SUB32_通常_斧選択肢",6,0,"おじさん","MPID_素朴な木こり",
,"サブルーチン終了",,0,,,0,0,,,
"SUB32_通常_斧選択肢",,,0,,,0,0,,,
,"会話","G_SUB_32奪われた仕事道具",1,"1","MID_SUB32_2_1",6,0,,,
,"会話","*else",0,,"MID_SUB32_1_1",6,0,,,
,"変数セット","G_SUB_32奪われた仕事道具",5,"1","G_SUB_32奪われた仕事道具",0,1,,,
,"はい・いいえ選択",,0,,"MID_SUB32_1_確認1",0,0,,,
,"はい選択",,0,,"SUB32_斧渡す",0,0,,,
,"いいえ選択",,0,,"SUB32_斧渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB32_斧渡す",,,0,,,0,0,,,
,"変数セット",,0,,"斧渡した",0,0,,,
,"アイテム選択",,0,,,0,0,,,
,"変数セット","*選択アイテムIID",1,"IID_おの","斧渡した",0,1,,,
,"変数セット","*選択アイテムIID",1,"IID_薪割り斧","斧渡した",0,1,,,
,"変数セット","*選択アイテムIID",1,"IID_デビルアクス","斧渡した",0,1,,,
,"選択アイテム消去","*選択アイテムIID",1,"IID_おの",,0,0,,,
,"選択アイテム消去","*選択アイテムIID",1,"IID_薪割り斧",,0,0,,,
,"選択アイテム消去","*選択アイテムIID",1,"IID_デビルアクス",,0,0,,,
,"変数セット","斧渡した",1,"1","G_SUB_32奪われた仕事道具",0,2,,,
,"変数セット","斧渡した",1,"1","SUB32_おじさん再配置",0,1,,,
,"会話","斧渡した",1,"1","MID_SUB32_1_2",6,0,,,
,"会話","斧渡した",2,"1","MID_SUB32_1_3",6,0,,,
,"アイテム入手","斧渡した",1,"1","IID_木彫りのクマ",0,0,,,
,"変数セット","斧渡した",1,"1","SUB33_出現抑制",0,1,,,
,"立ち絵消去","斧渡した",1,"1","おじさん",6,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB32_斧渡さない",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB32_1_3",6,0,,,
,"会話終了",,0,,,0,0,,,
"民家_SUB33",,,0,,,0,0,,,
,"サブルーチン呼び出し","SUB33_出現抑制",5,"1","SUB33_出現チェック",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB33_出現チェック",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_33奪われた偶像",3,"2","SUB33_分岐",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB33_分岐",,,0,,,0,0,,,
,"立ち絵追加","G_山の村_SUB33_村を出た",5,"1","SUB33_初回_会話",6,0,"おじさん","MPID_素朴な木こり",
,"サブルーチン呼び出し","*else",0,,"SUB33_通常と終了",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB33_初回_会話",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB33_1_1",6,0,,,
,"乱数生成",,0,,,4,0,,,
,"変数セット","*乱数",1,"0","乱数保存",0,0,,,
,"変数セット","*乱数",1,"1","乱数保存",0,1,,,
,"変数セット","*乱数",1,"2","乱数保存",0,2,,,
,"変数セット","*乱数",1,"3","乱数保存",0,3,,,
,"変数セット","G_SUB_33奪われた偶像",5,"1","G_山の村_SUB33_乱数保存",0,0,"乱数保存",,
,"変数セット","G_SUB_33奪われた偶像",5,"1","G_SUB_33奪われた偶像",0,1,,,
,"会話終了",,0,,,0,0,,,
"SUB33_通常と終了",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB33_通常_会話",6,0,"おじさん","MPID_素朴な木こり",
,"サブルーチン終了",,0,,,0,0,,,
"SUB33_通常_会話",,,0,,,0,0,,,
,"会話","*IID_木彫りのドーマ",5,"1","MID_SUB33_2_1",6,0,,,
,"会話","*else",0,,"MID_SUB33_3_1",6,0,,,
,"変数セット","*IID_木彫りのドーマ",1,"1","G_SUB_33奪われた偶像",0,2,,,
,"会話終了",,0,,,0,0,,,
