シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"変数セット","*死亡",2,"ジェシー","記憶の欠片計算",1,1,,,
,"変数セット","*加入",2,"シルク","記憶の欠片計算",2,1,,,
,"変数セット","*加入",2,"ジェシー","記憶の欠片計算",2,1,,,
,"変数セット","記憶の欠片計算",1,"2","G_拠点_ギースの砦_玄関_memory_stone",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄１",,,0,,,0,0,,,
,"背景",,0,,"拠点_ギースの砦_牢獄１",0,0,,,
,"調べるポイント追加","G_ギースの砦内部3_エスト会話",1,"0","扉_調べる",0,0,"irondoor",,
,"オブジェクトセット","G_ギースの砦内部3_エスト会話",4,"1","irondoor",5,0,,,
,"サブルーチン呼び出し","*章",4,"3","牢獄１_フェード前3章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"牢獄２",,,0,,,0,0,,,
,"背景","イルマイベント中",2,"1","拠点_ギースの砦_牢獄２",0,0,,,
,"BGM再生","G_ギースの砦内部3_イルマイベント",4,"1","BGM_EVT_BRAVE",0,0,,,
,"BGM再生","G_ギースの砦内部3_イルマイベント",5,"1","BGM_EVT_BRAVE",1,0,,,
,"サブルーチン呼び出し","*章",1,"3","牢獄２_フェード前3章",0,0,,,
,"調べるポイント追加","G_ギースの砦内部3_イルマイベント",1,"0","牢獄２扉_調べる",0,0,"irondoor",,
,"オブジェクトセット","G_ギースの砦内部3_イルマイベント",4,"1","irondoor",5,0,,,
,"変数セット",,0,,"イルマイベント中",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"作戦室",,,0,,,0,0,,,
,"背景",,0,,"拠点_ギースの砦_作戦室",0,0,,,
,"サブルーチン呼び出し",,0,,"作戦室_フェード前",0,0,,,
,"サブルーチン呼び出し","G_SUB_12珍しい指輪",1,"2","作戦室_SUB13",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"作戦室_フェード前",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ギースの砦内部3_ソニアかディーン",1,"1","牢獄ディーン立ち絵",0,0,,,
,"サブルーチン呼び出し","G_ギースの砦内部3_ソニアかディーン",1,"2","牢獄ソニア立ち絵",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄ソニア立ち絵",,,0,,,0,0,,,
,"立ち絵追加","*加入",2,"ソニア","ソニア仲間入り_選択",3,0,"ソニア",,
,"サブルーチン終了",,0,,,0,0,,,
"ソニアと会話",,,0,,,0,0,,,
,"会話","G_ギースの砦内部3_ソニア会話",1,"0","MID_ADV_C_ソニア1",3,0,,,
,"会話","G_ギースの砦内部3_ソニア会話",1,"1","MID_ADV2_C_ソニア",3,0,,,
,"変数セット",,0,,"G_ギースの砦内部3_ソニア会話",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"ソニア仲間入り_選択",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"ソニアと会話",0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_ソニア_SELECT",0,0,,,
,"はい選択",,0,,"ソニア仲間入り_加入",0,0,,,
,"いいえ選択",,0,,"ソニア仲間入り_拒否",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"ソニア仲間入り_加入",,,0,,,0,0,,,
,"仲間入り","*加入",2,"ソニア","ソニア",0,0,,,
,"立ち絵消去",,0,,"ソニア",3,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"ソニア仲間入り_拒否",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV_C_ソニア2",3,0,,,
,"会話終了",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄ディーン立ち絵",,,0,,,0,0,,,
,"立ち絵追加","*加入",2,"ディーン","ディーン仲間入り_選択",3,0,"ディーン",,
,"サブルーチン終了",,0,,,0,0,,,
"ディーンと会話",,,0,,,0,0,,,
,"会話","G_ギースの砦内部3_ディーン会話",1,"0","MID_ADV_C_ディーン1",3,0,,,
,"会話","G_ギースの砦内部3_ディーン会話",1,"1","MID_ADV2_C_ディーン",3,0,,,
,"変数セット",,0,,"G_ギースの砦内部3_ディーン会話",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"ディーン仲間入り_選択",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"ディーンと会話",0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_ディーン_SELECT",0,0,,,
,"はい選択",,0,,"ディーン仲間入り_加入",0,0,,,
,"いいえ選択",,0,,"ディーン仲間入り_拒否",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"ディーン仲間入り_加入",,,0,,,0,0,,,
,"仲間入り","*加入",2,"ディーン","ディーン",0,0,,,
,"立ち絵消去",,0,,"ディーン",3,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"ディーン仲間入り_拒否",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV_C_ディーン2",3,0,,,
,"会話終了",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"外に出る",,,0,,,0,0,,,
,"BGM停止",,0,,,1,0,,,
,"環境音停止",,0,,,1,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"サブルーチン呼び出し","*章",1,"3","アドベンチャーをスキップ_3章",0,0,,,
,"ジャンプ",,0,,"外に出る",0,0,,,
