シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"会話",,0,,"MID_SUB7_1_3",8,0,,,
,"会話終了",,0,,,0,0,,,
"SUB07_デバッグアイテム入手",,,0,,,0,0,,,
,"アイテム入手",,0,,"IID_薬草のリキュール",0,0,,,
,"アイテム入手",,0,,"IID_ガーゴイルの耳",0,0,,,
,"アイテム入手",,0,,"IID_スケルトン油",0,0,,,
,"アイテム入手",,0,,"IID_ドーマのコケ",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"集会所_SUB23",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_迷いの森4_集会所人消失",1,"1","SUB23_消えた後",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB23_消えた後",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_23石の耳",5,"1","SUB23_初回",0,0,,,
,"サブルーチン呼び出し","G_SUB_23石の耳",1,"1","SUB23_通常",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB23_初回",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB23_初回選択肢",8,0,"学者風の男","MPID_薬の学者",
,"サブルーチン終了",,0,,,0,0,,,
"SUB23_通常",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB23_通常選択肢",8,0,"学者風の男","MPID_薬の学者",
,"サブルーチン終了",,0,,,0,0,,,
"SUB23_初回選択肢",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB23_1_0",8,0,,,
,"変数セット",,0,,"G_SUB_23石の耳",0,1,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB23_初回話を聞く",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB23_1_1",8,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB23_ない",,,0,,,0,0,,,
,"会話終了",,0,,,0,0,,,
"SUB23_通常選択肢",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB23_2_1",8,0,,,
,"変数セット",,0,,"G_SUB_23石の耳",0,1,,,
,"会話終了","*IID_ガーゴイルの耳",5,"3",,0,0,,,
,"はい・いいえ選択",,0,,"MID_SUB23_2_確認1",0,0,,,
,"はい選択",,0,,"SUB23_耳渡す",0,0,,,
,"いいえ選択",,0,,"SUB23_通常なし",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB23_耳渡す",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB23_2_2",8,0,,,
,"アイテム消費",,0,,"IID_ガーゴイルの耳",0,0,,,
,"アイテム消費",,0,,"IID_ガーゴイルの耳",0,0,,,
,"アイテム消費",,0,,"IID_ガーゴイルの耳",0,0,,,
,"アイテム入手",,0,,"IID_奥義書",0,0,,,
,"会話",,0,,"MID_SUB23_2_3",8,0,,,
,"変数セット","G_SUB_23石の耳",1,"1","G_SUB_23石の耳",0,2,,,
,"ダイアログ",,0,,"MID_SUB23_2_確認3",0,0,,,
,"立ち絵消去",,0,,"学者風の男",8,0,,,
,"名声上昇",,0,,,100,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB23_通常耳なし",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB23_2_1",8,0,,,
,"会話終了",,0,,,0,0,,,
"SUB23_通常なし",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB23_2_4",8,0,,,
,"会話終了",,0,,,0,0,,,
"SUB23_デバッグ設定",,,0,,,0,0,,,
,"変数セット",,0,,"G_迷いの森4_集会所人消失",0,1,,,
,"アイテム入手",,0,,"IID_ガーゴイルの耳",0,0,,,
,"アイテム入手",,0,,"IID_ガーゴイルの耳",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
