シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"サブルーチン終了",,0,,,0,0,,,
"戻る",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_ミラ神殿２(放水後)",0,0,"start2",,
,"ジャンプ",,0,,"迷路_ミラ神殿２(放水後)",0,0,,,
"玄関",,,0,,,0,0,,,
,"背景",,0,,"拠点_ミラ神殿_玄関",0,0,,,
,"サブルーチン呼び出し","*章",1,"4","玄関_フェード前4章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"ホール",,,0,,,0,0,,,
,"背景",,0,,"拠点_ミラ神殿_ホール",0,0,,,
,"サブルーチン呼び出し","*章",1,"3","ホール_フェード前3章",0,0,,,
,"サブルーチン呼び出し",,0,,"ホール_SUB31",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"ミラの間",,,0,,,0,0,,,
,"背景",,0,,"拠点_ミラ神殿_ミラの間",0,0,,,
,"サブルーチン呼び出し","*章",1,"3","ミラの間_フェード前3章",0,0,,,
,"サブルーチン呼び出し","G_ミラ神殿内部3_水門開放",1,"1","ミラの間_SUB19",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"サブルーチン呼び出し","*章",1,"3","ミラの間_フェード後3章",0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"ミラ神像",,,0,,,0,0,,,
,"背景",,0,,"拠点_ミラ神殿_ミラ神像",0,0,,,
,"ミラコマンド追加",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"操作部",,,0,,,0,0,,,
,"背景",,0,,"拠点_ミラ神殿_操作部",0,0,,,
,"サブルーチン呼び出し","*章",1,"3","操作部_フェード前3章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"踊り場",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_ミラ神殿B2奥踊り場",0,0,,,
,"背景",,0,,"拠点_ミラ神殿_踊り場",0,0,,,
,"立ち絵追加","*加入",2,"ノーマ","ノーマ仲間入り_選択",3,0,"ノーマ",,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"ノーマと会話",,,0,,,0,0,,,
,"会話","G_ミラ神殿内部3_ノーマ会話",1,"0","MID_ADV_C_ノーマ1",3,0,,,
,"会話","G_ミラ神殿内部3_ノーマ会話",1,"1","MID_ADV2_C_ノーマ",3,0,,,
,"変数セット",,0,,"G_ミラ神殿内部3_ノーマ会話",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"ノーマ仲間入り_選択",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"ノーマと会話",0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_ノーマ_SELECT",0,0,,,
,"はい選択",,0,,"ノーマ仲間入り_加入",0,0,,,
,"いいえ選択",,0,,"ノーマ仲間入り_拒否",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"ノーマ仲間入り_加入",,,0,,,0,0,,,
,"仲間入り","*加入",2,"ノーマ","ノーマ",0,0,,,
,"立ち絵消去",,0,,"ノーマ",3,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"ノーマ仲間入り_拒否",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV_C_ノーマ2",3,0,,,
,"会話終了",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"外に出る",,,0,,,0,0,,,
,"BGM停止",,0,,,1,0,,,
,"環境音停止",,0,,,1,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"サブルーチン呼び出し","*章",1,"3","アドベンチャーをスキップ_3章",0,0,,,
,"ジャンプ",,0,,"外に出る",0,0,,,
