シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"変数セット","G_迷路_森のほこら１_event1",5,"1","G_迷路_森のほこら１_event1",0,1,,,
,"変数セット","G_SUB_27囚人の行方",5,"1","G_SUB_27囚人の行方",0,1,,,
,"会話メニュー再構築",,0,,,0,0,,,
"女性会話_終了",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB27_5_2",10,0,,,
,"会話終了",,0,,,0,0,,,
"民家２_SUB26",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_森の村内部3_聖なる槍",2,"1","おじさん立ち絵",0,0,,,
,"サブルーチン呼び出し","G_SUB_26連れ去られた少女",5,"3","女の子立ち絵",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"女の子立ち絵",,,0,,,0,0,,,
,"変数セット",,0,,"計算用",0,0,,,
,"変数セット","G_SUB_26連れ去られた少女",4,"1","計算用",1,1,,,
,"変数セット","G_森のほこら3_女の子救出",1,"1","計算用",1,1,,,
,"立ち絵追加","計算用",1,"2","女の子お礼会話",1,0,"女の子",,
,"サブルーチン終了",,0,,,0,0,,,
"女の子お礼会話",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB26_2_女性",1,0,,,
,"変数セット",,0,,"G_SUB_26連れ去られた少女",0,3,,,
,"会話終了",,0,,,0,0,,,
"おじさん立ち絵",,,0,,,0,0,,,
,"立ち絵追加","G_森のほこら3_女の子救出",1,"1","おじさんアイテムをくれる",3,0,"おじさん",,
,"立ち絵追加","*else",0,,"おじさん初回会話",3,0,"おじさん",,"ev1"
,"サブルーチン終了",,0,,,0,0,,,
"おじさん初回会話",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB26_1_おじさん",3,0,,,
,"変数セット",,0,,"G_SUB_26連れ去られた少女",0,1,,,
,"会話終了",,0,,,0,0,,,
"おじさんアイテムをくれる",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB26_2_おじさん",3,0,,,
,"アイテム入手",,0,,"IID_聖なる槍",0,0,,,
,"変数セット",,0,,"G_森の村内部3_聖なる槍",0,1,,,
,"変数セット",,0,,"G_SUB_26連れ去られた少女",0,2,,,
,"名声上昇",,0,,,200,0,,,
,"立ち絵消去",,0,,"おじさん",3,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"民家２_SUB30",,,0,,,0,0,,,
,"サブルーチン呼び出し","失敗カウンター",5,"3","SUB30_通常",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB30_通常",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB30_通常_カワイイ選択肢",1,0,"女の子",,
,"サブルーチン終了",,0,,,0,0,,,
"SUB30_通常_カワイイ選択肢",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB30_1_1",1,0,,,
,"変数セット","G_SUB_30カワイイものほしいな",5,"1","G_SUB_30カワイイものほしいな",0,1,,,
,"はい・いいえ選択",,0,,"MID_SUB30_1_確認1",0,0,,,
,"はい選択",,0,,"SUB30_カワイイ渡す1",0,0,,,
,"いいえ選択",,0,,"SUB30_カワイイ渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB30_カワイイ渡す1",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"SUB30_カワイイリスト",0,0,,,
,"サブルーチン呼び出し","カワイイ物",1,"99","SUB30_カワイイキャンセル",0,0,,,
,"サブルーチン呼び出し","カワイイ物",2,"1","SUB30_失敗会話ランダム表示",0,0,,,
,"ジャンプ","カワイイ物",2,"1","SUB30_カワイイ渡す選択肢2",0,0,,,
,"ジャンプ",,0,,"SUB30_完了",0,0,,,
"SUB30_カワイイ渡す選択肢2",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_SUB30_1_確認3",0,0,,,
,"はい選択",,0,,"SUB30_カワイイ渡す2",0,0,,,
,"いいえ選択",,0,,"SUB30_カワイイ渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB30_カワイイ渡す2",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"SUB30_カワイイリスト",0,0,,,
,"サブルーチン呼び出し","カワイイ物",1,"99","SUB30_カワイイキャンセル",0,0,,,
,"サブルーチン呼び出し","カワイイ物",2,"1","SUB30_失敗会話ランダム表示",0,0,,,
,"ジャンプ","カワイイ物",2,"1","SUB30_カワイイ渡す選択肢3",0,0,,,
,"ジャンプ",,0,,"SUB30_完了",0,0,,,
"SUB30_カワイイ渡す選択肢3",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_SUB30_1_確認3",0,0,,,
,"はい選択",,0,,"SUB30_カワイイ渡す3",0,0,,,
,"いいえ選択",,0,,"SUB30_カワイイ渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB30_カワイイ渡す3",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"SUB30_カワイイリスト",0,0,,,
,"サブルーチン呼び出し","カワイイ物",1,"99","SUB30_カワイイキャンセル",0,0,,,
,"サブルーチン呼び出し","カワイイ物",2,"1","SUB30_失敗会話ランダム表示",0,0,,,
,"ジャンプ","カワイイ物",2,"1","SUB30_失敗",0,0,,,
,"ジャンプ",,0,,"SUB30_完了",0,0,,,
"SUB30_失敗会話ランダム表示",,,0,,,0,0,,,
,"乱数生成",,0,,,4,0,,,
,"会話","*乱数",1,"0","MID_SUB30_1_3_1",1,0,,,
,"会話","*乱数",1,"1","MID_SUB30_1_3_2",1,0,,,
,"会話","*乱数",1,"2","MID_SUB30_1_3_3",1,0,,,
,"会話","*乱数",1,"3","MID_SUB30_1_3_4",1,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB30_カワイイリスト",,,0,,,0,0,,,
,"変数セット",,0,,"カワイイ物",0,0,,,
,"アイテム選択",,0,,,0,0,,,
,"変数セット","*選択アイテムIID",1,"IID_木彫りのクマ","カワイイ物",0,1,,,
,"変数セット","*選択アイテムIID",1,"IID_サンゴのかけら","カワイイ物",0,1,,,
,"変数セット","*選択アイテムIID",1,"IID_黒真珠","カワイイ物",0,1,,,
,"変数セット","*選択アイテムIID",1,"IID_お土産の人形","カワイイ物",0,1,,,
,"変数セット","*選択アイテムIID",1,"IID_穴あきチーズ","カワイイ物",0,1,,,
,"変数セット","*選択アイテムIID",1,"IID_スイートクッキー","カワイイ物",0,1,,,
,"変数セット","カワイイ物",2,"1","失敗カウンター",1,1,,,
,"変数セット","*選択アイテムIID",1,"なし","カワイイ物",0,99,,,
,"選択アイテム消去","*選択アイテムIID",1,"IID_木彫りのクマ",,0,0,,,
,"選択アイテム消去","*選択アイテムIID",1,"IID_サンゴのかけら",,0,0,,,
,"選択アイテム消去","*選択アイテムIID",1,"IID_黒真珠",,0,0,,,
,"選択アイテム消去","*選択アイテムIID",1,"IID_お土産の人形",,0,0,,,
,"選択アイテム消去","*選択アイテムIID",1,"IID_穴あきチーズ",,0,0,,,
,"選択アイテム消去","*選択アイテムIID",1,"IID_スイートクッキー",,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB30_カワイイキャンセル",,,0,,,0,0,,,
,"変数セット",,0,,"失敗カウンター",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB30_カワイイ渡さない",,,0,,,0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB30_失敗",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB30_2_1",1,0,,,
,"ダイアログ",,0,,"MID_SUB30_1_確認4",0,0,,,
,"立ち絵消去",,0,,"女の子",1,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB30_完了",,,0,,,0,0,,,
,"変数セット",,0,,"失敗カウンター",0,0,,,
,"変数セット","G_SUB_30カワイイものほしいな",5,"2","G_SUB_30カワイイものほしいな",0,2,,,
,"会話",,0,,"MID_SUB30_1_2",1,0,,,
,"サブルーチン呼び出し",,0,,"SUB30_アイテム入手ランダム",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB30_アイテム入手ランダム",,,0,,,0,0,,,
,"変数セット",,0,,"計算用",0,0,,,
,"変数セット","G_SUB30_歯車入手",1,"1","計算用",1,1,,,
,"変数セット","G_SUB30_きのみ入手",1,"1","計算用",1,1,,,
,"サブルーチン呼び出し","計算用",1,"2","SUB30_アイテムランダム両方なし",0,0,,,
,"サブルーチン呼び出し","計算用",5,"1","SUB30_アイテムランダム両方あり",0,0,,,
,"サブルーチン呼び出し","計算用",1,"1","SUB30_アイテム入手ランダム2",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB30_アイテム入手ランダム2",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB30_歯車入手",1,"1","SUB30_アイテムランダムきのみ",0,0,,,
,"サブルーチン呼び出し","*else",0,,"SUB30_アイテムランダム歯車",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB30_アイテムランダム両方あり",,,0,,,0,0,,,
,"コメント",,0,,"アイテムランダム両方あり",0,0,,,
,"乱数生成",,0,,,8,0,,,
,"アイテム入手","*乱数",1,"0","IID_かじったパン",0,0,,,
,"アイテム入手","*乱数",1,"1","IID_青カビチーズ",0,0,,,
,"アイテム入手","*乱数",1,"2","IID_発酵乳",0,0,,,
,"アイテム入手","*乱数",1,"3","IID_生命の木の実",0,0,,,
,"アイテム入手","*乱数",1,"4","IID_小さな歯車",0,0,,,
,"アイテム入手","*乱数",1,"5","IID_飲み水",0,0,,,
,"アイテム入手","*乱数",1,"6","IID_ほしにく",0,0,,,
,"貨幣取得","*乱数",1,"7",,0,10,,,
,"変数セット","*乱数",1,"4","G_SUB30_歯車入手",0,1,,,
,"変数セット","*乱数",1,"3","G_SUB30_きのみ入手",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB30_アイテムランダム両方なし",,,0,,,0,0,,,
,"コメント",,0,,"アイテムランダム両方なし",0,0,,,
,"乱数生成",,0,,,6,0,,,
,"アイテム入手","*乱数",1,"0","IID_かじったパン",0,0,,,
,"アイテム入手","*乱数",1,"1","IID_青カビチーズ",0,0,,,
,"アイテム入手","*乱数",1,"2","IID_発酵乳",0,0,,,
,"アイテム入手","*乱数",1,"3","IID_飲み水",0,0,,,
,"アイテム入手","*乱数",1,"4","IID_ほしにく",0,0,,,
,"貨幣取得","*乱数",1,"5",,0,10,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB30_アイテムランダムきのみ",,,0,,,0,0,,,
,"コメント",,0,,"アイテムランダムきのみ",0,0,,,
,"乱数生成",,0,,,7,0,,,
,"アイテム入手","*乱数",1,"0","IID_かじったパン",0,0,,,
,"アイテム入手","*乱数",1,"1","IID_青カビチーズ",0,0,,,
,"アイテム入手","*乱数",1,"2","IID_発酵乳",0,0,,,
,"アイテム入手","*乱数",1,"3","IID_生命の木の実",0,0,,,
,"アイテム入手","*乱数",1,"4","IID_飲み水",0,0,,,
,"アイテム入手","*乱数",1,"5","IID_ほしにく",0,0,,,
,"貨幣取得","*乱数",1,"6",,0,10,,,
,"変数セット","*乱数",1,"3","G_SUB30_きのみ入手",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB30_アイテムランダム歯車",,,0,,,0,0,,,
,"コメント",,0,,"アイテムランダム歯車",0,0,,,
,"乱数生成",,0,,,7,0,,,
,"アイテム入手","*乱数",1,"0","IID_かじったパン",0,0,,,
,"アイテム入手","*乱数",1,"1","IID_青カビチーズ",0,0,,,
,"アイテム入手","*乱数",1,"2","IID_発酵乳",0,0,,,
,"アイテム入手","*乱数",1,"3","IID_小さな歯車",0,0,,,
,"アイテム入手","*乱数",1,"4","IID_飲み水",0,0,,,
,"アイテム入手","*乱数",1,"5","IID_ほしにく",0,0,,,
,"貨幣取得","*乱数",1,"6",,0,10,,,
,"変数セット","*乱数",1,"3","G_SUB30_歯車入手",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB30_通常油なし",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB30_2_1",10,0,,,
,"会話終了",,0,,,0,0,,,
"SUB30_通常なし",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB30_2_4",10,0,,,
,"会話終了",,0,,,0,0,,,
"SUB30_デバッグ設定",,,0,,,0,0,,,
,"変数セット",,0,,"G_SUB_26連れ去られた少女",0,3,,,
,"アイテム入手",,0,,"IID_木彫りのクマ",0,0,,,
,"アイテム入手",,0,,"IID_サンゴのかけら",0,0,,,
,"アイテム入手",,0,,"IID_黒真珠",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
