シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"宝物庫首前_フェード前5章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_エリア_迷路_ドーマ神殿１１_exit7",1,"1","宝物庫_イベント",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"宝物庫入り口_フェード前5章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_エリア_迷路_ドーマ神殿７_exit5",1,"1","ドーマ神殿_宝物庫入り口イベント",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"鉄格子_フェード前5章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_エリア_迷路_ドーマ神殿２_exit9",1,"1","ドーマ神殿_鉄格子イベント",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ドーマ神殿_鉄格子イベント",,,0,,,0,0,,,
,"コメント",,0,,"ドーマ神殿_鉄格子イベント",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"拠点_ドーマ神殿_鉄格子前",0,0,,,
,"オブジェクトセット",,0,,"mira_corpse_1",5,0,,,
,"壁紙表示",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ表示",,0,,"Tlp_Ev_SealedMila2",0,0,,,
,"テロップ読み込み待ち",,0,,,0,0,,,
,"コメント",,0,,"会話",0,0,,,
,"会話",,0,,"MID_EV11_1",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"効果音再生",,0,,"SE_EVT_5_HUMAN_WALK4_CORRIDOR",0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"立ち絵追加",,0,,,6,0,"セリカ",,"デプステスト有り"
,"会話",,0,,"MID_EV11_2",0,0,,,
,"効果音再生",,0,,"SE_EVT_5_HUMAN_WALK5_CORRIDOR",0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"立ち絵追加",,0,,,7,0,"ジュダ",,"デプステスト有り"
,"会話",,0,,"MID_EV11_2_2",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ表示",,0,,"Tlp_Ev_AcrossTheGrate",0,0,,,
,"テロップ読み込み待ち",,0,,,0,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV11_3",0,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"立ち絵消去",,0,,"セリカ",6,0,,,
,"立ち絵消去",,0,,"ジュダ",7,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV11_4",0,0,,,
,"効果音再生",,0,,"SE_EVT_5_MIRA_SHINE",0,0,,,
,"フェードアウト",,0,,,3,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,500,0,,,
,"エフェクト再生",,0,,"Evt_MiraBreak_Flash",0,0,"EFF_mira_flash",,
,"フェードイン",,0,,,3,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,3000,0,,,
,"会話",,0,,"MID_EV11_4_2",0,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ表示",,0,,"Tlp_Ev_SealedMila3",0,0,,,
,"テロップ読み込み待ち",,0,,,0,0,,,
,"ウェイト",,0,,,500,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV11_5",0,0,,,
,"環境音停止",,0,,,2,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"エフェクト停止",,0,,"Evt_MiraBreak_Flash",0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"壁紙消去",,0,,,0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,9,,,
,"変数セット",,0,,"G_ドーマ神殿5_鉄格子イベント",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿２_exit9",0,0,,,
,"ジャンプ",,0,,"奥へ",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"鉄格子出口_フェード前5章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_鉄格子イベント",1,"1","ドーマ神殿_鉄格子イベント後半",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ドーマ神殿_鉄格子イベント後半",,,0,,,0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_鉄格子イベント",0,2,,,
,"背景",,0,,"拠点_ドーマ神殿_鉄格子奥",0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"BGM停止",,0,,,0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"フェードイン",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV20_1",0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,200,0,,,
,"カメラアニメ",,0,,"(381.115, 22.582, 754.932)",3000,0,"(381.069, 22.57, 753.933)","(338.491, 14.379, 676.214)","(338.665, 14.379, 675.229)"
,"カメラ揺れ",,0,,"0.3",3000,2,,,
,"効果音再生",,0,,"SE_EVT_5_EARTHQUAKE1",1000,-1,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,2167,0,,,
,"エフェクト再生",,0,,"Evt_ミラ竜破壊魔法",0,0,"EFF_mira_break",,
,"カメラアニメ終了待ち",,0,,,0,0,,,
,"カメラ揺れ終了待ち",,0,,,0,0,,,
,"エフェクト再生",,0,,"Evt_ミラ竜破壊",0,0,"EFF_mira_break",,
,"オブジェクトセット",,0,,"mira_corpse_head_1",1,0,,,
,"オブジェクトセット",,0,,"mira_corpse_1",2,0,,,
,"ウェイト",,0,,,100,0,,,
,"効果音再生",,0,,"SE_EVT_5_MIRA_CRASH",0,0,,,
,"カメラ揺れ",,0,,"2.5",1000,1,"9",,
,"カメラ揺れ終了待ち",,0,,,0,0,,,
,"効果音停止",,0,,"SE_EVT_5_EARTHQUAKE1",1000,-1,,,
,"ウェイト",,0,,,2000,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,400,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV20_1_2",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"カットシーン",,0,,"S05_EV02",0,0,,,
,"背景",,0,,"拠点_ドーマ神殿_鉄格子奥",0,0,,,
,"BGM再生",,0,,"BGM_EVT_SERIOUS",0,0,,,
,"カメラアニメ",,0,,"(338.491, 14.379, 676.214)",0,0,"(338.665, 14.379, 675.229)",,
,"オブジェクトセット",,0,,"mira_corpse_head_1",1,0,,,
,"オブジェクトセット",,0,,"mira_corpse_1",7,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV20_2",0,0,,,
,"フェードアウト",,0,,,2,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"カメラアニメ",,0,,"(338.491, 14.379, 676.214)",0,0,"(338.665, 14.379, 675.229)",,
,"オブジェクトセット",,0,,"mira_corpse_head_1",2,0,,,
,"フェードイン",,0,,,2,0,"white",,
,"テロップ表示",,0,,"Tlp_EvEff_MilasWarp_Over",0,0,,,
,"効果音再生",,0,,"SE_EVT_5_MIRA_FLASH2",0,0,,,
,"ウェイト",,0,,,500,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ読み込み待ち",,0,,,0,0,,,
,"コメント",,0,,"ここでセリカとミラの首がワープで消える",0,0,,,
,"ウェイト",,0,,,3000,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"変数セット",,0,,"G_表示_迷路_ドーマ神殿２_mira_corpse_head_1",0,0,,,
,"変数セット",,0,,"G_表示_迷路_ドーマ神殿２_mira_corpse_1",0,0,,,
,"壁紙消去",,0,,,0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"通路_フェード後5章",,,0,,,0,0,,,
,"コメント",,0,,"通路_フェード後5章",0,0,,,
,"会話","G_ドーマ神殿5_通路イベント",1,"0","MID_EV4_1",3,0,,,
,"フェードアウト","G_ドーマ神殿5_通路イベント",1,"0",,1,0,,,
,"フェード待ち","G_ドーマ神殿5_通路イベント",1,"0",,0,0,,,
,"テロップ表示","G_ドーマ神殿5_通路イベント",1,"0","Tlp_Ev_AdviceOfFernand",0,0,,,
,"テロップ読み込み待ち","G_ドーマ神殿5_通路イベント",1,"0",,0,0,,,
,"フェードイン","G_ドーマ神殿5_通路イベント",1,"0",,1,0,,,
,"フェード待ち","G_ドーマ神殿5_通路イベント",1,"0",,0,0,,,
,"会話","G_ドーマ神殿5_通路イベント",1,"0","MID_EV4_2",0,0,,,
,"フェードアウト","G_ドーマ神殿5_通路イベント",1,"0",,1500,0,,,
,"フェード待ち","G_ドーマ神殿5_通路イベント",1,"0",,0,0,,,
,"テロップ消去","G_ドーマ神殿5_通路イベント",1,"0",,0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_通路イベント",1,"0","GS_時間経過",0,0,,,
,"会話","G_ドーマ神殿5_通路イベント",1,"0","MID_EV4_3",0,0,,,
,"フェードアウト","G_ドーマ神殿5_通路イベント",1,"0",,1500,0,,,
,"フェード待ち","G_ドーマ神殿5_通路イベント",1,"0",,0,0,,,
,"ウェイト","G_ドーマ神殿5_通路イベント",1,"0",,2000,0,,,
,"フェードイン","G_ドーマ神殿5_通路イベント",1,"0",,2,0,,,
,"フェード待ち","G_ドーマ神殿5_通路イベント",1,"0",,0,0,,,
,"変数セット","G_ドーマ神殿5_通路イベント",1,"0","G_ドーマ神殿5_通路イベント",0,1,,,
,"変数セット",,0,,"G_ポエム_D10_アルム",0,-1,,,
,"サブルーチン終了",,0,,,0,0,,,
"最後の扉_フェード前5章",,,0,,,0,0,,,
,"立ち絵追加","G_ドーマ神殿5_最後の扉",1,"1","セリカと会話",3,0,"セリカ",,
,"サブルーチン終了",,0,,,0,0,,,
"セリカと会話",,,0,,,0,0,,,
,"会話",,0,,"MID_EV32_1",3,0,,,
,"会話終了",,0,,,0,0,,,
"最後の扉_フェード後5章",,,0,,,0,0,,,
,"コメント",,0,,"最後の扉_フェード後5章",0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_最後の扉",1,"0","最後の扉_チェック",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"最後の扉_チェック",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_宝物庫イベント",1,"0","最後の扉_開かない",0,0,,,
,"サブルーチン呼び出し","*else",0,,"最後の扉_開いた",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"最後の扉_開かない",,,0,,,0,0,,,
,"ダイアログ","扉確認",1,"1","MID_EV31_1_扉閉め",0,0,,,
,"変数セット",,0,,"扉確認",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"最後の扉_開いた",,,0,,,0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"カメラアニメ",,0,,"(825.000, 116.500, 800.000)",3000,0,"(825.000, 116.448, 799.001)","(825.000, 114.156, 752.913)","(825.000, 114.312, 751.925)"
,"カメラアニメ終了待ち",,0,,,0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"カメラ揺れ",,0,,"0.3",3000,2,,,
,"オブジェクトセット",,0,,"door_final",5,0,,,
,"カメラ揺れ終了待ち",,0,,,0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"ダイアログ",,0,,"MID_EV31_1_扉開き",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_最後の扉",0,1,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"カメラリセット",,0,,,0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"宝物庫_フェード前5章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_宝物庫イベント",1,"0","宝物庫_イベント",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"宝物庫_イベント",,,0,,,0,0,,,
,"コメント",,0,,"宝物庫首前",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"背景",,0,,"拠点_ドーマ神殿_王家の間",0,0,,,
,"オブジェクトセット",,0,,"warp_circle_mira_1",2,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV22_1",0,0,,,
,"環境音停止",,0,,,1,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ムービー",,0,,"Mov_Ep09A",0,0,,,
,"背景",,0,,"拠点_ドーマ神殿_王家の間",0,0,,,
,"BGM再生",,0,,"EP09A_BGM",0,0,,,
,"オブジェクトセット",,0,,"warp_circle_mira_1",2,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV22_2",0,0,,,
,"BGM停止",,0,,,1,0,,,
,"環境音停止",,0,,,1,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ムービー",,0,,"Mov_Ep09_Shito",0,0,,,
,"背景",,0,,"拠点_ドーマ神殿_王家の間",0,0,,,
,"オブジェクトセット",,0,,"warp_circle_mira_1",2,0,,,
,"オブジェクトセット",,0,,"mira_corpse_head_1",2,0,,,
,"変数セット",,0,,"G_表示_迷路_ドーマ神殿１１_mira_corpse_head_1",0,1,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV23_1",0,0,,,
,"テロップ表示",,0,,"Tlp_EvEff_MilasTake",0,0,,,
,"テロップ読み込み待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV23_1_2",0,0,,,
,"効果音再生",,0,,"SE_EVT_5_MIRA_FLASH",0,0,,,
,"フェードアウト",,0,,,1,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"テロップ表示",,0,,"Tlp_Ev_EntrustHope",0,0,,,
,"テロップ読み込み待ち",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV23_2",0,0,,,
,"効果音再生",,0,,"SE_EVT_5_MIRA_FLASH3",0,0,,,
,"フェードアウト",,0,,,1,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"オブジェクトセット",,0,,"mira_corpse_head_only_1",2,0,,,
,"フェードイン",,0,,,1,0,"white",,
,"エフェクト再生",,0,,"Evt_ミラ竜消滅",0,0,"(425.000, 218.004, 425.000)",,
,"ウェイト",,0,,,500,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"会話",,0,,"MID_EV23_3",0,0,,,
,"環境音停止",,0,,,2,0,,,
,"ダミーフェードアウト",,0,,,2,0,"white",,
,"ダミーフェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"スキップ中断",,0,,,0,0,,,
,"効果音再生",,0,,"FF_POSITIVE2",0,0,"ジングル",,
,"アイテム入手",,0,,"IID_ファルシオン",0,0,"ジングルなし",,
,"フェードアウト",,0,,,1,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"ダミーフェードイン",,0,,,1,0,,,
,"オブジェクトセット",,0,,"warp_circle_mira_1",1,0,,,
,"壁紙消去",,0,,,0,0,,,
,"変数セット",,0,,"G_表示_迷路_ドーマ神殿１１_warp_circle_mira_1",0,1,,,
,"変数セット",,0,,"G_表示_迷路_ドーマ神殿１１_mira_corpse_head_1",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_宝物庫イベント",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_最後の扉セリカ配置",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,7,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿１１_exit7",0,0,,,
,"変数セット",,0,,"G_ルートアイテム無視",0,1,,,
,"ジャンプ",,0,,"奥へ",0,0,,,
"ドーマ神殿_宝物庫入り口イベント",,,0,,,0,0,,,
,"コメント",,0,,"宝物庫入り口",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"背景",,0,,"拠点_ドーマ神殿_王家の扉前",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV21",0,0,,,
,"効果音再生",,0,,"SE_EVT_5_STIGMATA_BRIGHT",0,0,,,
,"フェードアウト",,0,,,3,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"フェードイン",,0,,,3,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV21_1",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,5,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿７_exit5",0,0,,,
,"環境音停止",,0,,,1,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"ジャンプ",,0,,"奥へ",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ベルクト戦_フェード前5章",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_ベルクト戦勝利",1,"0","ベルクト戦_イベント",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ベルクト戦_イベント",,,0,,,0,0,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿３_exit6",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"背景",,0,,"拠点_ドーマ神殿_生贄の祭壇",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_BER_OP1",0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"バトル",,0,,"ドーマ神殿_ベルクト戦",0,0,,,
,"ジャンプ","*結果",1,"退却","終了",0,0,,,
,"変数セット",,0,,"G_迷路_ドーマ神殿３_event1",0,1,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_ベルクト戦勝利",2,"True","ベルクト戦_戦後",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ベルクト戦_戦後",,,0,,,0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ベルクト戦勝利",0,1,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"背景",,0,,"拠点_ドーマ神殿_生贄の祭壇",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_BER_ED1_1",0,0,,,
,"効果音再生",,0,,"SE_EVT_5_LINEA_FLASH",0,0,,,
,"ダミーフェードアウト",,0,,,2000,0,"white",,
,"ダミーフェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_BER_ED1_2",0,0,,,
,"テロップ表示",,0,,"Tlp_Ev_PrivateEmperor2",0,0,,,
,"テロップ読み込み待ち",,0,,,0,0,,,
,"ダミーフェードイン",,0,,,2000,0,"white",,
,"ダミーフェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"テロップ表示",,0,,"Tlp_Ev_PrivateEmperor",2000,0,,,
,"テロップ読み込み待ち",,0,,,0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"会話",,0,,"MID_BER_ED1_2_2",0,0,,,
,"効果音再生",,0,,"SE_EVT_5_BERKUT_DISAPPEAR",0,0,,,
,"フェードアウト",,0,,,1500,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"フェードイン",,0,,,1500,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_BER_ED1_3",0,0,,,
,"環境音停止",,0,,,1500,0,,,
,"フェードアウト",,0,,,1500,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ダミーフェードアウト",,0,,,1,0,,,
,"ダミーフェード待ち",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"アイテム入手",,0,,"IID_形見の指輪",0,1,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ダミーフェードイン",,0,,,1,0,,,
,"ダミーフェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
