シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
"入り口ダンジョン６章",,,0,,,0,0,,,
,"戻り先指定",,0,,"リゲル城内部へ",0,0,,,
,"コメント",,0,,"◆◆入り口ダンジョン６章",0,0,,,
,"出撃選択","入り口ダンジョン行",1,"1","迷路_ドーマ神殿１",0,0,"Dng_DomaShinden",,
,"ジャンプ","*結果",1,"戻る","リゲル城内部へ",0,0,,,
,"ダンジョン","入り口ダンジョン行",1,"1","迷路_ドーマ神殿１",0,0,"start1",,
,"ダンジョン","*else",0,,"迷路_ドーマ神殿１",0,0,"start2",,
,"ジャンプ","*結果",1,"戻る","リゲル城内部へ",0,0,,,
,"ジャンプ","*結果",1,"exit2","通路",0,0,,,
,"ジャンプ","*結果",1,"exit1","リゲル城内部へ",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"戻る",,,0,,,0,0,,,
,"ジャンプ","*章",1,"6","入り口ダンジョン６章",0,0,,,
,"ジャンプ","*章",1,"5","入り口ダンジョン戻り",0,0,,,
"リゲル城内部へ",,,0,,,0,0,,,
,"変数セット",,0,,"G_ドーマ神殿6_移動用",0,1,,,
,"イベントジャンプ",,0,,"リゲル城内部",0,0,,,
"奥へ",,,0,,,0,0,,,
,"コメント",,0,,"◆行き先分岐_奥へ",0,0,,,
,"ダンジョン","G_ドーマ神殿5_ダンジョンポイント",1,"12","迷路_ドーマ神殿１２",0,0,"start1",,
,"ダンジョン","G_ドーマ神殿5_ダンジョンポイント",1,"0","迷路_ドーマ神殿１２",0,0,"*arg4",,
,"ダンジョン","G_ドーマ神殿5_ダンジョンポイント",1,"7","迷路_ドーマ神殿１１",0,0,"start7",,
,"ダンジョン","G_ドーマ神殿5_ダンジョンポイント",1,"5","迷路_ドーマ神殿７",0,0,"start5",,
,"ダンジョン","G_ドーマ神殿5_ダンジョンポイント",1,"8","迷路_ドーマ神殿６",0,0,"*arg4",,
,"ダンジョン","G_ドーマ神殿5_ダンジョンポイント",1,"9","迷路_ドーマ神殿２",0,0,"start9",,
,"ダンジョン","G_ドーマ神殿5_ダンジョンポイント",1,"3","迷路_ドーマ神殿３",0,0,"*arg4",,
,"ダンジョン","G_ドーマ神殿5_ダンジョンポイント",1,"4","迷路_ドーマ神殿７",0,0,"start4",,
,"ジャンプ","*結果",1,"exit1","通路",0,0,,,
,"ジャンプ","*結果",1,"exit4","最後の扉",0,0,,,
,"ジャンプ","*結果",1,"exit5","宝物庫入り口",0,0,,,
,"ジャンプ","*結果",1,"exit6","ベルクト戦",0,0,,,
,"ジャンプ","*結果",1,"exit7","宝物庫首前",0,0,,,
,"ジャンプ","*結果",1,"exit8","ミラ神像",0,0,,,
,"ジャンプ","*結果",1,"exit9","鉄格子",0,0,,,
,"ジャンプ","*結果",1,"exit10","鉄格子出口10",0,0,,,
,"ジャンプ","*結果",1,"exit11","鉄格子出口11",0,0,,,
,"ジャンプ","*結果",1,"exit12","鉄格子出口12",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"鉄格子出口10",,,0,,,0,0,,,
,"コメント",,0,,"鉄格子出口10",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,0,,,
,"サブルーチン呼び出し","*章",1,"5","鉄格子出口_フェード前5章",0,0,,,
,"ジャンプ",,0,,"奥へ",0,0,"start2",,
"鉄格子出口11",,,0,,,0,0,,,
,"コメント",,0,,"鉄格子出口11",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,3,,,
,"サブルーチン呼び出し","*章",1,"5","鉄格子出口_フェード前5章",0,0,,,
,"ジャンプ",,0,,"奥へ",0,0,"start1",,
"鉄格子出口12",,,0,,,0,0,,,
,"コメント",,0,,"鉄格子出口12",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,8,,,
,"サブルーチン呼び出し","*章",1,"5","鉄格子出口_フェード前5章",0,0,,,
,"ジャンプ",,0,,"奥へ",0,0,"start2",,
"戻る00",,,0,,,0,0,,,
,"ジャンプ",,0,,"奥へ",0,0,"start8",,
"戻る01",,,0,,,0,0,,,
,"ジャンプ",,0,,"奥へ",0,0,"start8",,
"宝物庫入り口",,,0,,,0,0,,,
,"サブルーチン呼び出し","*章",1,"5","宝物庫入り口_フェード前5章",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"宝物庫首前",,,0,,,0,0,,,
,"サブルーチン呼び出し","*章",1,"5","宝物庫首前_フェード前5章",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"鉄格子",,,0,,,0,0,,,
,"コメント",,0,,"鉄格子",0,0,,,
,"サブルーチン呼び出し","*章",1,"5","鉄格子_フェード前5章",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"ベルクト戦",,,0,,,0,0,,,
,"コメント",,0,,"◆ベルクト戦",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,3,,,
,"サブルーチン呼び出し","*章",1,"5","ベルクト戦_フェード前5章",0,0,,,
,"ジャンプ",,0,,"奥へ",0,0,"start6",,
"宝物庫へ",,,0,,,0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"宝物庫から",,,0,,,0,0,,,
"最後の扉",,,0,,,0,0,,,
,"コメント",,0,,"ラスボスエリア",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,4,,,
,"背景",,0,,"拠点_ドーマ神殿_最後の扉",0,0,,,
,"オブジェクトセット","G_ドーマ神殿5_最後の扉",1,"1","door_final",5,0,,,
,"サブルーチン呼び出し","*章",1,"5","最後の扉_フェード前5章",0,0,,,
,"ウェイト",,0,,,200,0,,,
,"サブルーチン呼び出し",,0,,"移動先_最後の扉",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"現在地表示",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"最後の扉_フェード後5章",0,0,,,
,"サブルーチン呼び出し","G_ドーマ神殿5_最後の扉",1,"0","GS_会話発生の調べるポイント追加",0,0,"door_L","MID_ADV調べる_door_left_ARUM_RANDOM",
,"サブルーチン呼び出し","G_ドーマ神殿5_最後の扉",1,"0","GS_会話発生の調べるポイント追加",0,0,"door_R","MID_ADV調べる_door_right_ARUM_RANDOM",
,"サブルーチン呼び出し","G_ドーマ神殿5_最後の扉",1,"0","GS_会話発生の調べるポイント追加",0,0,"door_final","MID_ADV調べる_big_door_ARUM_LOOP",
,"コマンド実行",,0,,,0,0,,,
"ドーマの祭壇へ",,,0,,,0,0,,,
,"BGM停止",,0,,,2,0,,,
,"環境音停止",,0,,,2,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"イベントジャンプ",,0,,"ドーマの祭壇",0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"サブルーチン呼び出し","*章",1,"4","アドベンチャーをスキップ_4章",0,0,,,
"デバッグ_通路へ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,0,,,
,"変数セット",,0,,"入り口ダンジョン行",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_５章オープニング",0,2,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダメージ開始",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿２_exit9",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿３_exit6",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿７_exit5",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿１１_exit7",0,1,,,
,"ジャンプ",,0,,"通路",0,0,,,
"デバッグ_鉄格子へ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,9,,,
,"変数セット",,0,,"入り口ダンジョン行",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_５章オープニング",0,2,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダメージ開始",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿２_exit9",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿３_exit6",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿７_exit5",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿１１_exit7",0,1,,,
,"ダンジョン",,0,,"迷路_ドーマ神殿２",0,0,"start9",,
,"ジャンプ",,0,,"鉄格子",0,0,,,
"デバッグ_ベルクト戦へ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,3,,,
,"変数セット",,0,,"入り口ダンジョン行",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_５章オープニング",0,2,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダメージ開始",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿２_exit9",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿３_exit6",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿７_exit5",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿１１_exit7",0,1,,,
,"ダンジョン",,0,,"迷路_ドーマ神殿３",0,0,"start6",,
,"ジャンプ",,0,,"ベルクト戦",0,0,,,
"デバッグ_宝物庫前へ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,3,,,
,"変数セット",,0,,"入り口ダンジョン行",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_５章オープニング",0,2,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダメージ開始",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿２_exit9",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿３_exit6",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿７_exit5",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿１１_exit7",0,1,,,
,"ダンジョン",,0,,"迷路_ドーマ神殿７",0,0,"start5",,
,"ジャンプ",,0,,"ドーマ神殿_宝物庫入り口イベント",0,0,,,
"デバッグ_最後の扉へ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"初期化_変数設定",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,4,,,
,"変数セット",,0,,"入り口ダンジョン行",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_５章オープニング",0,2,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダメージ開始",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_通路イベント",0,1,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿２_exit9",0,0,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿３_exit6",0,0,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿７_exit5",0,0,,,
,"変数セット",,0,,"G_エリア_迷路_ドーマ神殿１１_exit7",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ベルクト戦勝利",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_最後の扉セリカ配置",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_宝物庫イベント",0,1,,,
,"ジャンプ",,0,,"最後の扉",0,0,,,
