シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"ウェイト",,0,,,1000,0,,,
,"オブジェクトセット",,0,,"door",5,0,,,
,"アニメ終了待ち",,0,,"door",0,0,,,
,"会話",,0,,"MID_EV9",0,1,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"オブジェクトセット",,0,,"door",6,0,,,
,"アニメ終了待ち",,0,,"door",0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"フェードイン",,0,,,2,0,,,
,"イベント発生",,0,,"マイセンの家",0,0,,,
,"イベント発生",,0,,"出入り口",1,0,,,
,"変数セット",,0,,"G_ラムの村1_会話変更_村の出入り口",0,2,,,
,"変数セット",,0,,"1_グレイ_立ち絵追加",0,1,,,
,"変数セット",,0,,"1_ロビン_立ち絵追加",0,1,,,
,"変数セット",,0,,"クリフ_立ち絵追加",0,1,,,
,"変数セット",,0,,"エフィ_立ち絵追加",0,1,,,
,"変数セット",,0,,"1_ルカ・グレイ・ロビン_仲間入り",0,1,,,
,"変数セット",,0,,"1_アルム_強制会話_マイセンの家の前",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"村の出入り口_1章",,,0,,,0,0,,,
,"サブルーチン呼び出し","1_ロビン_強制会話",1,"1","ロビンが話しかけてくる",0,0,,,
,"サブルーチン呼び出し","1_ルカ_強制会話_村の出入り口",1,"1","アルム_ルカ待ってくれ",0,0,,,
,"サブルーチン呼び出し","1_ルカ・グレイ・ロビン_仲間入り",1,"1","ルカ・グレイ・ロビン加入会話",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"村の出入り口_フェード前1章",,,0,,,0,0,,,
,"立ち絵追加","1_ルカ_立ち絵追加",1,"1","ルカと会話",3,1,"ルカ",,
,"立ち絵追加","1_グレイ_立ち絵追加",1,"1","グレイと会話",2,0,"グレイ",,
,"立ち絵追加","1_ロビン_立ち絵追加",1,"1","ロビンと会話",5,0,"ロビン",,
,"立ち絵追加","クリフ_立ち絵追加",1,"1","クリフと会話",1,0,"クリフ",,
,"立ち絵追加","エフィ_立ち絵追加",1,"1","エフィと会話",4,0,"エフィ",,
,"サブルーチン終了",,0,,,0,0,,,
"ロビンが話しかけてくる",,,0,,,0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"会話",,0,,"MID_EV2",5,1,,,
,"変数セット",,0,,"1_ロビン_強制会話",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"アルム_ルカ待ってくれ",,,0,,,0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV7",3,1,,,
,"会話",,0,,"MID_EV8",3,1,,,
,"イベント発生",,0,,"出入り口",0,0,,,
,"イベント発生",,0,,"マイセンの家",1,0,,,
,"ウェイト",,0,,,1000,0,,,
,"変数セット",,0,,"1_アルム_強制会話_マイセンの家の前",0,1,,,
,"変数セット",,0,,"1_グレイ_立ち絵追加",0,0,,,
,"変数セット",,0,,"1_ロビン_立ち絵追加",0,0,,,
,"変数セット",,0,,"クリフ_立ち絵追加",0,0,,,
,"変数セット",,0,,"エフィ_立ち絵追加",0,0,,,
,"変数セット",,0,,"G_ラムの村1_会話変更_村の出入り口",0,1,,,
,"変数セット",,0,,"G_ラムの村1_会話変更_広場",0,3,,,
,"立ち絵消去",,0,,"グレイ",2,0,,,
,"立ち絵消去",,0,,"ロビン",5,0,,,
,"立ち絵消去",,0,,"クリフ",1,0,,,
,"立ち絵消去",,0,,"エフィ",4,0,,,
,"変数セット",,0,,"1_ルカ_強制会話_村の出入り口",0,0,,,
,"コマンドメニュー再構築",,0,,,0,0,,,
"ルカ・グレイ・ロビン加入会話",,,0,,,0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"会話",,0,,"MID_EV10",3,1,,,
,"イベント発生",,0,,"出入り口",0,0,,,
,"変数セット",,0,,"1_ルカ_立ち絵追加",0,0,,,
,"変数セット",,0,,"1_グレイ_立ち絵追加",0,0,,,
,"変数セット",,0,,"1_ロビン_立ち絵追加",0,0,,,
,"変数セット",,0,,"1_ルカ・グレイ・ロビン_仲間入り",0,0,,,
,"仲間入り","*加入",2,"ルカ","ルカ",0,0,"グレイ","ロビン",
,"立ち絵消去","*加入",1,"ルカ","ルカ",3,0,,,
,"立ち絵消去","*加入",1,"グレイ","グレイ",2,0,,,
,"立ち絵消去","*加入",1,"ロビン","ロビン",5,0,,,
,"移動先許可","*加入",1,"ルカ","村を出る",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"ルカと会話",,,0,,,0,0,,,
,"サブルーチン呼び出し","1_ルカ_会話_村の出入り口",1,"1","ルカ_はじめまして",0,0,,,
,"会話","G_ラムの村1_会話変更_村の出入り口",1,"1","MID_ADV2_ルカ",3,1,,,
,"会話終了",,0,,,0,0,,,
"ルカ_はじめまして",,,0,,,0,0,,,
,"会話",,0,,"MID_EV3",3,1,,,
,"テロップ表示",,0,,"Tlp_Ev_SofiaInHand",0,0,,,
,"会話",,0,,"MID_EV4",3,1,,,
,"テロップ消去",,0,,,0,0,,,
,"会話",,0,,"MID_EV5",3,1,,,
,"立ち絵消去",,0,,"ルカ",3,0,,,
,"イベント発生",,0,,"出入り口",0,0,,,
,"変数セット",,0,,"1_ルカ_強制会話_マイセンの家の前",0,1,,,
,"変数セット",,0,,"1_ルカ_立ち絵追加",0,0,,,
,"変数セット",,0,,"1_ルカ_会話_村の出入り口",0,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ジャンプ","1_強制ジャンプ_村の出入り口",1,"1","マイセンの家",0,0,,,
"グレイと会話",,,0,,,0,0,,,
,"会話","G_ラムの村1_会話変更_村の出入り口",1,"0","MID_ADV1_グレイ",2,1,,,
,"会話終了",,0,,,0,0,,,
"ロビンと会話",,,0,,,0,0,,,
,"会話","G_ラムの村1_会話変更_村の出入り口",1,"0","MID_ADV1_ロビン",5,1,,,
,"会話終了",,0,,,0,0,,,
"クリフと会話_1章",,,0,,,0,0,,,
,"会話","G_ラムの村1_会話変更_村の出入り口",1,"0","MID_ADV1_クリフ",1,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"エフィと会話_1章",,,0,,,0,0,,,
,"会話","G_ラムの村1_会話変更_村の出入り口",1,"0","MID_ADV1_エフィ",4,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"村の広場_フェード前1章",,,0,,,0,0,,,
,"立ち絵追加","G_ラムの村1_会話変更_広場",3,"2","MID_ADV1_女性",1,0,"女性",,
,"立ち絵追加",,0,,"おばさんと会話",3,0,"おばさん",,
,"立ち絵追加",,0,,"お兄さんと会話",5,0,"男性",,
,"立ち絵追加","G_ラムの村1_会話変更_広場",1,"3","MID_ADV2_おじさん",1,0,"おじさん",,
,"サブルーチン終了",,0,,,0,0,,,
"おばさんと会話",,,0,,,0,0,,,
,"会話","G_ラムの村1_会話変更_広場",1,"1","MID_ADV1_おばさん",3,1,,,
,"会話","G_ラムの村1_会話変更_広場",6,"1","MID_ADV2_おばさん",3,1,,,
,"会話終了",,0,,,0,0,,,
"お兄さんと会話",,,0,,,0,0,,,
,"会話","G_ラムの村1_会話変更_広場",1,"1","MID_ADV1_男性",5,1,,,
,"会話","G_ラムの村1_会話変更_広場",6,"1","MID_ADV2_男性",5,1,,,
,"会話終了",,0,,,0,0,,,
"村を出る_1章",,,0,,,1,0,,,
,"壁紙表示",,0,,,0,0,,,
,"BGM停止",,0,,,2,0,,,
,"フェードイン","G_ラムの村1_初回訪問",1,"0",,1,0,,,
,"フェード待ち","G_ラムの村1_初回訪問",1,"0",,0,0,,,
,"スキップ中断",,0,,,0,0,,,
,"会話","G_ラムの村1_初回訪問",1,"0","MID_EV11",0,1,,,
,"フェードアウト","G_ラムの村1_初回訪問",1,"0",,1,0,,,
,"フェード待ち","G_ラムの村1_初回訪問",1,"0",,0,0,,,
,"ウェイト","G_ラムの村1_初回訪問",1,"0",,1000,0,,,
,"サブルーチン呼び出し","G_ラムの村1_初回訪問",1,"0","GS_一枚絵表示",0,0,"Tlp_Ev_ThinkTheCelica",,
,"フェードイン","G_ラムの村1_初回訪問",1,"0",,1,0,,,
,"会話","G_ラムの村1_初回訪問",1,"0","MID_EV12",0,1,,,
,"フェードアウト","G_ラムの村1_初回訪問",1,"0",,2,0,,,
,"フェード待ち","G_ラムの村1_初回訪問",1,"0",,0,0,,,
,"サブルーチン呼び出し","G_ラムの村1_初回訪問",1,"0","GS_一枚絵消去",0,0,,,
,"変数セット","G_ラムの村1_初回訪問",1,"0","G_ラムの村1_初回訪問",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"アドベンチャーをスキップ_1章",,,0,,,1,0,,,
,"仲間入り","*加入",2,"ルカ","ルカ",0,0,,,
,"仲間入り","*加入",2,"グレイ","グレイ",0,0,,,
,"仲間入り","*加入",2,"ロビン","ロビン",0,0,,,
,"移動先許可","*加入",1,"ルカ","村を出る",0,0,,,
,"変数セット",,0,,"G_ラムの村1_会話変更_広場",0,2,,,
,"変数セット",,0,,"G_ラムの村1_会話変更_村の出入り口",0,2,,,
,"変数セット",,0,,"G_ラムの村1_会話変更_村の出入り口",0,1,,,
,"変数セット",,0,,"G_ラムの村1_会話変更_広場",0,3,,,
,"変数セット",,0,,"G_ラムの村1_初回訪問",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
