シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"立ち絵追加","SUB03_チーズ種類",1,"0","SUB03_チーズ持ってない",2,0,"貴族のおじさん","MPID_チーズ好きの貴族",
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_シーケンスを開始",,,0,,,0,0,,,
,"変数セット",,0,,"G_SUB_03チーズ",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_穴あきチーズ選択",,,0,,,0,0,,,
,"変数セット","*IID_穴あきチーズ",4,"1","SUB03_チーズ種類",0,1,,,
,"立ち絵追加","*IID_穴あきチーズ",4,"1","SUB03_穴あきチーズあり",2,0,"貴族のおじさん","MPID_チーズ好きの貴族",
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_穴あきチーズあり",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ",2,"1","SUB03_シーケンスを開始",0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ_穴あき",1,"0","SUB03_穴あきチーズ選択",0,0,,,
,"会話",,0,,"MID_SUB3_1_1",2,0,,,
,"はい・いいえ選択",,0,,"MID_SUB3_1_確認1",0,0,,,
,"はい選択",,0,,"SUB03_穴あきチーズ渡す",0,0,,,
,"いいえ選択",,0,,"SUB03_チーズ渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB03_青カビチーズ選択",,,0,,,0,0,,,
,"サブルーチン呼び出し","SUB03_チーズ種類",1,"0","SUB03_青カビチーズ",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_青カビチーズ",,,0,,,0,0,,,
,"変数セット","*IID_青カビチーズ",4,"1","SUB03_チーズ種類",0,1,,,
,"立ち絵追加","*IID_青カビチーズ",4,"1","SUB03_青カビチーズあり",2,0,"貴族のおじさん","MPID_チーズ好きの貴族",
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_青カビチーズあり",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ",2,"1","SUB03_シーケンスを開始",0,0,,,
,"会話",,0,,"MID_SUB3_1_1",2,0,,,
,"はい・いいえ選択",,0,,"MID_SUB3_3_確認1",0,0,,,
,"はい選択",,0,,"SUB03_青カビチーズ渡す",0,0,,,
,"いいえ選択",,0,,"SUB03_チーズ渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB03_聖獣チーズ選択",,,0,,,0,0,,,
,"サブルーチン呼び出し","SUB03_チーズ種類",1,"0","SUB03_聖獣チーズ",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_聖獣チーズ",,,0,,,0,0,,,
,"変数セット","*IID_聖獣のチーズ",4,"1","SUB03_チーズ種類",0,1,,,
,"立ち絵追加","*IID_聖獣のチーズ",4,"1","SUB03_聖獣チーズあり",2,0,"貴族の老人","MPID_チーズ好きの貴族",
,"サブルーチン終了",,0,,,0,0,,,
"SUB03_聖獣チーズあり",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ",2,"1","SUB03_シーケンスを開始",0,0,,,
,"会話",,0,,"MID_SUB3_1_1",2,0,,,
,"はい・いいえ選択",,0,,"MID_SUB3_4_確認1",0,0,,,
,"はい選択",,0,,"SUB03_聖獣チーズ渡す",0,0,,,
,"いいえ選択",,0,,"SUB03_チーズ渡さない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB03_チーズ持ってない",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_03チーズ",2,"1","SUB03_シーケンスを開始",0,0,,,
,"会話",,0,,"MID_SUB3_1_1",2,0,"貴族の老人",,
,"会話終了",,0,,,0,0,,,
"宝物庫_SUB16",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_16ソフィア王家の秘宝",3,"1","SUB16_通常",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB16_通常",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB16_通常選択肢",9,0,"学者風の男",,
,"サブルーチン終了",,0,,,0,0,,,
"SUB16_通常選択肢",,,0,,,0,0,,,
,"会話","G_SUB_16ソフィア王家の秘宝",5,"1","MID_SUB16_1_1",9,0,,,
,"会話","*else",0,,"MID_SUB16_2_1",9,0,,,
,"変数セット","G_SUB_16ソフィア王家の秘宝",5,"1","G_SUB_16配置",0,1,,,
,"変数セット","G_SUB_16ソフィア王家の秘宝",5,"1","G_SUB_16ソフィア王家の秘宝",0,1,,,
,"会話終了","*IID_リマ家の腕輪",5,"1",,0,0,,,
,"はい・いいえ選択",,0,,"MID_SUB16_1_確認1",0,0,,,
,"はい選択",,0,,"SUB16_腕輪渡す",0,0,,,
,"いいえ選択",,0,,"SUB16_ない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB16_ない",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB16_1_3",9,0,,,
,"会話終了",,0,,,0,0,,,
"SUB16_腕輪渡す",,,0,,,0,0,,,
,"変数セット",,0,,"SUB14腕輪チェック",0,0,,,
,"変数セット","*IID_リマ家の腕輪",4,"1","SUB14腕輪チェック",0,1,,,
,"会話","SUB14腕輪チェック",1,"1","MID_SUB16_1_2",9,0,,,
,"アイテム消費","SUB14腕輪チェック",1,"1","IID_リマ家の腕輪",0,0,,,
,"貨幣取得","SUB14腕輪チェック",1,"1",,0,30,,,
,"変数セット","SUB14腕輪チェック",1,"1","G_SUB_16ソフィア王家の秘宝",0,2,,,
,"名声上昇","SUB14腕輪チェック",1,"1",,100,0,,,
,"会話メニュー再構築","SUB14腕輪チェック",1,"1",,0,0,,,
,"会話",,0,,"MID_SUB16_1_4",9,0,,,
,"会話終了",,0,,,0,0,,,
"中央ホール_SUB20",,,0,,,0,0,,,
,"立ち絵追加","G_SUB_20ソフィア王に静寂を",3,"1","SUB20_MOB会話",6,0,"男性","MPID_落ち着かない男性",
,"サブルーチン終了",,0,,,0,0,,,
"SUB20_MOB会話",,,0,,,0,0,,,
,"変数セット","G_SUB_20MOB会話",3,"1","G_SUB_20MOB会話",0,1,,,
,"会話",,0,,"MID_SUB20_0_1",6,0,,,
,"会話終了",,0,,,0,0,,,
"謁見の間_SUB20",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_20MOB会話",1,"1","SUB20_通常",0,0,,,
,"サブルーチン呼び出し","G_SUB_20MOB会話",1,"2","SUB20_終了",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB20_終了",,,0,,,0,0,,,
,"変数セット","G_SUB_20配置",5,"1","SUB20登場抑制",0,1,,,
,"立ち絵追加","G_SUB_20ソフィア王に静寂を",1,"2","SUB20_終了会話",10,0,"男性","MPID_落ち着かない男性",
,"サブルーチン終了",,0,,,0,0,,,
"SUB20_通常",,,0,,,0,0,,,
,"立ち絵追加","G_SUB_20ソフィア王に静寂を",1,"1","SUB20_通常会話",8,0,"隠者","MPID_不気味な隠者",
,"立ち絵追加","*else",0,,"SUB20_初回会話",8,0,"隠者","MPID_不気味な隠者",
,"サブルーチン終了",,0,,,0,0,,,
"SUB20_初回会話",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB20_1_1",8,0,,,
,"変数セット",,0,,"G_SUB_20配置",0,1,,,
,"変数セット",,0,,"G_SUB_20ソフィア王に静寂を",0,1,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB20_通常会話",,,0,,,0,0,,,
,"会話","G_SUB_20配置",1,"1","MID_SUB20_2_1",8,0,,,
,"会話","*else",0,,"MID_SUB20_1_2",8,0,,,
,"変数セット","G_SUB_20配置",5,"1","G_SUB_20ソフィア王に静寂を",0,2,,,
,"変数セット","G_SUB_20配置",5,"1","G_SUB_20MOB会話",0,3,,,
,"変数セット","G_SUB_20配置",5,"1","SUB20登場抑制",0,1,,,
,"名声上昇","G_SUB_20配置",5,"1",,300,0,,,
,"立ち絵消去","G_SUB_20配置",5,"1","隠者",8,0,,,
,"コマンドメニュー再構築","G_SUB_20配置",5,"1",,0,0,,,
,"会話終了",,0,,,0,0,,,
"SUB20_終了会話",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB20_1_3",10,0,,,
,"会話終了",,0,,,0,0,,,
"中央ホール_SUB24",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_SUB_24宝をとりもどせドゼー編",3,"1","SUB24_立ち絵",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB24_立ち絵",,,0,,,0,0,,,
,"立ち絵追加","G_SUB_24宝をとりもどせドゼー編",1,"1","SUB24_通常選択肢",10,0,"貴族のおじさんB","MPID_リオン家の当主",
,"立ち絵追加","*else",0,,"SUB24_初回選択肢",10,0,"貴族のおじさんB","MPID_リオン家の当主",
,"サブルーチン終了",,0,,,0,0,,,
"SUB24_初回選択肢",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB24_1",10,0,,,
,"はい・いいえ選択",,0,,"MID_SUB24_1_確認0",0,0,,,
,"はい選択",,0,,"SUB24_通常選択肢",0,0,,,
,"いいえ選択",,0,,"SUB24_ない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB24_通常選択肢",,,0,,,0,0,,,
,"会話","G_SUB_24宝をとりもどせドゼー編",5,"1","MID_SUB24_1_1",10,0,,,
,"会話","*else",0,,"MID_SUB24_2_1",10,0,,,
,"変数セット",,0,,"SUB24初回会話",0,0,,,
,"変数セット","G_SUB_24宝をとりもどせドゼー編",5,"1","SUB24初回会話",0,1,,,
,"変数セット","G_SUB_24宝をとりもどせドゼー編",5,"1","G_SUB_24宝をとりもどせドゼー編",0,1,,,
,"サブルーチン呼び出し","*IID_リオン家の盾",4,"1","SUB24_正解盾あり",0,0,,,
,"サブルーチン呼び出し","*IID_フーガ家の盾",4,"1","SUB24_失敗盾あり",0,0,,,
,"会話メニュー再構築","SUB24初回会話",1,"1",,0,0,,,
,"会話終了","*else",0,,,0,0,,,
"SUB24_正解盾あり",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_SUB24_1_確認1",0,0,,,
,"はい選択",,0,,"SUB24_正解盾渡す",0,0,,,
,"いいえ選択",,0,,"SUB24_ない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB24_失敗盾あり",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_SUB24_1_確認5",0,0,,,
,"はい選択",,0,,"SUB24_失敗盾渡す",0,0,,,
,"いいえ選択",,0,,"SUB24_ない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"SUB24_失敗盾渡す",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB24_1_5",10,0,,,
,"ダイアログ",,0,,"MID_SUB24_1_確認6",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB24_ない",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB24_1_3",10,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB24_正解盾渡す",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB24_1_2",10,0,,,
,"アイテム消費",,0,,"IID_リオン家の盾",0,0,,,
,"アイテム入手",,0,,"IID_聖獣のチーズ",0,0,,,
,"名声上昇",,0,,,300,0,,,
,"変数セット",,0,,"G_SUB_24宝をとりもどせドゼー編",0,2,,,
,"会話",,0,,"MID_SUB24_1_4",10,0,,,
,"ダイアログ",,0,,"MID_SUB24_1_確認4",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"玄関_SUB711",,,0,,,0,0,,,
,"コメント",,0,,"ここで通信フラグチェック",0,0,,,
,"サブルーチン呼び出し","G_アルム受信",4,"1","SUB711_通常",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB711_通常",,,0,,,0,0,,,
,"立ち絵追加",,0,,"SUB711_アイテム入手",7,0,"派手な服の男",,
,"サブルーチン終了",,0,,,0,0,,,
"SUB711_アイテム入手",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB711_1_1",7,0,,,
,"アイテム入手","G_SUB_711もっとうれしく",1,"0","IID_セブンソード",0,0,,,
,"アイテム入手","G_SUB_711もっとうれしく",1,"1","IID_イレブンシールド",0,0,,,
,"サブルーチン呼び出し","G_SUB_711もっとうれしく",1,"2","SUB711_アイテムランダム入手",0,0,,,
,"会話",,0,,"MID_SUB711_1_2",7,0,,,
,"立ち絵消去",,0,,"派手な服の男",7,0,,,
,"ダイアログ",,0,,"MID_SUB711_1_確認4",0,0,,,
,"コメント",,0,,"ここで通信フラグ消去",0,0,,,
,"変数セット","G_SUB_711もっとうれしく",5,"2","G_SUB_711もっとうれしく",1,1,,,
,"変数セット",,0,,"G_アルム受信",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"SUB711_アイテムランダム入手",,,0,,,0,0,,,
,"乱数生成",,0,,,6,0,,,
,"アイテム入手","*乱数",1,"0","IID_コラボの食べ物１",0,0,,,
,"アイテム入手","*乱数",1,"1","IID_コラボの食べ物２",0,0,,,
,"アイテム入手","*乱数",1,"2","IID_コラボの食べ物３",0,0,,,
,"アイテム入手","*乱数",1,"3","IID_コラボの食べ物４",0,0,,,
,"アイテム入手","*乱数",1,"4","IID_コラボの食べ物５",0,0,,,
,"アイテム入手","*乱数",1,"5","IID_コラボの食べ物６",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
