シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"移動先追加",,0,,"奥へ",2,0,,,
,"移動先追加",,0,,"戻る",2,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"移動先_ミラ神像",,,0,,,0,0,,,
,"コメント",,0,,"移動先追加",0,0,,,
,"ミニマップ",,0,,"AdvMap_DumaTemple_Mira",0,0,,,
,"移動先追加",,0,,"ミラ神像",0,0,,,
,"移動先追加",,0,,"戻る00",2,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"移動先_最後の扉",,,0,,,0,0,,,
,"変数セット",,0,,"扉確認",0,1,,,
,"ミニマップ",,0,,"AdvMap_DumaTemple_FinalGate",0,0,"MID_ADV_GROUP_ドーマ神殿最後",,
,"移動先追加",,0,,"最後の扉",0,0,,,
,"移動先追加","G_ドーマ神殿5_最後の扉",2,"0","ドーマの祭壇へ",0,0,"MID_ADV_C_ドーマ神殿_最後の扉",,
,"移動先追加",,0,,"戻る01",2,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"初期化_変数設定",,,0,,,0,0,,,
,"変数セット",,0,,"入り口ダンジョン行",0,1,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ドーマ神殿へ",,,0,,,0,0,,,
,"変数セット","*章",1,"5","G_ダンジョン戻り無効",0,1,,,
,"BGM停止",,0,,,2,0,,,
,"環境音停止",,0,,,2,0,,,
,"サブルーチン呼び出し","*章",1,"5","ドーマ神殿へ_フェード前5章",0,0,,,
,"イベントジャンプ",,0,,"ドーマ神殿",0,0,,,
"玄関",,,0,,,0,0,,,
,"背景",,0,,"拠点_リゲル城_玄関",0,0,,,
,"サブルーチン呼び出し","*章",1,"4","玄関_フェード前4章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"中央ホール",,,0,,,0,0,,,
,"背景",,0,,"拠点_リゲル城_中央ホール",0,0,,,
,"サブルーチン呼び出し","*章",1,"4","中央ホール_フェード前4章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"サブルーチン呼び出し","*章",1,"4","中央ホール_フェード後4章",0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"謁見の間",,,0,,,0,0,,,
,"背景",,0,,"拠点_リゲル城_謁見の間２",0,0,,,
,"サブルーチン呼び出し","*章",1,"4","謁見の間_フェード前4章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"巨大な扉",,,0,,,0,0,,,
,"戻り先指定",,0,,"巨大な扉",0,0,,,
,"変数セット",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,0,,,
,"変数セット",,0,,"入り口ダンジョン行",0,1,,,
,"サブルーチン呼び出し",,0,,"移動先_リゲル城B1",0,0,,,
,"背景","G_ドーマ神殿5_５章オープニング",2,"0","拠点_リゲル城_巨大な扉",0,0,,,
,"サブルーチン呼び出し","*章",1,"5","巨大な扉_フェード前5章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"サブルーチン呼び出し","*章",1,"5","巨大な扉_フェード後5章",0,0,,,
,"コマンド実行",,0,,,0,0,,,
"城の外へ",,,0,,,0,0,,,
,"BGM停止",,0,,,1,0,,,
,"フェードアウト",,0,,,1,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"サブルーチン呼び出し","*章",1,"4","アドベンチャーをスキップ_4章",0,0,,,
,"サブルーチン呼び出し","*章",1,"5","アドベンチャーをスキップ_5章",0,0,,,
,"終了",,0,,,0,0,,,
