シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"グローバル変数",,0,,"G_砂漠の砦内部_SUB29_乱数保存",0,0,,,
,"グローバル変数",,0,,"G_砂漠の砦内部_SUB29_カウンタ",0,0,,,
"ギースの砦内部","グローバル変数",,0,,"G_ギースの砦内部3_エスト会話",0,0,,,
,"グローバル変数",,0,,"G_ギースの砦内部3_ディーン会話",0,0,,,
,"グローバル変数",,0,,"G_ギースの砦内部3_ソニア会話",0,0,,,
,"グローバル変数",,0,,"G_ギースの砦内部3_アトラス会話",0,0,,,
,"グローバル変数",,0,,"G_ギースの砦内部3_イルマイベント",0,0,,,
,"グローバル変数",,0,,"G_ギースの砦内部3_３姉妹再会",0,0,,,
,"グローバル変数",,0,,"G_ギースの砦内部3_ソニアかディーン",0,0,,,
,"グローバル変数",,0,,"G_SUB_13槍カウンター",0,0,,,
"ミラ神殿内部","グローバル変数",,0,,"G_ミラ神殿内部3_水門開放",0,0,,,
,"グローバル変数",,0,,"G_ミラ神殿内部3_イルマイベント",0,0,,,
,"グローバル変数",,0,,"G_ミラ神殿内部3_ノーマ会話",0,0,,,
,"グローバル変数",,0,,"G_ミラ神殿内部3_魔道の指輪",0,0,,,
"ドルクの砦内部","グローバル変数",,0,,"G_ドルクの砦内部4_迷いの森へ",0,0,,,
"迷いの森","グローバル変数",,0,,"G_迷いの森4_ハルクと会話",0,0,,,
,"グローバル変数",,0,,"G_迷いの森4_集会所人消失",0,0,,,
,"グローバル変数",,0,,"G_迷いの森4_ドルクの砦へ",0,0,,,
,"グローバル変数",,0,,"G_SUB_07酒_完成待ち",0,0,,,
,"グローバル変数",,0,,"G_SUB_07酒_完成時間",0,0,,,
"賢者の里","グローバル変数",,0,,"G_拠点会話_コンラート_2",0,0,,,
,"グローバル変数",,0,,"G_賢者の里4_ダンジョンへ",0,0,,,
"ドーマの塔","グローバル変数",,0,,"G_ドーマの塔4_クリア",0,0,,,
"国境","グローバル変数",,0,,"G_国境4_演出",0,0,,,
"リゲルの森","グローバル変数",,0,,"G_リゲルの森4_演出",0,0,,,
"恐山のほこら","グローバル変数",,0,,"G_恐山のほこら１_ドーマ像_会話済み",0,0,,,
,"グローバル変数",,0,,"G_恐山のほこら１_ドーマ像_撃破済み",0,0,,,
,"グローバル変数",,0,,"G_恐山のほこら１_ドーマ像_撃破通知済み",0,0,,,
"ヌイババ館内部","グローバル変数",,0,,"G_ヌイババ館内部4_ティータ救出",0,0,,,
,"グローバル変数",,0,,"G_ヌイババ館内部4_ティータ会話",0,0,,,
,"グローバル変数",,0,,"G_ヌイババ館内部4_牢獄２解放",0,0,,,
,"グローバル変数",,0,,"G_SUB_27解放",0,0,,,
"リゲル平野","グローバル変数",,0,,"G_リゲル平野4_ジークイベント",0,0,,,
,"グローバル変数",,0,,"G_リゲル平野4_ジーク死亡",0,0,,,
"リゲルの村","グローバル変数",,0,,"G_リゲルの村4_ジーク会話",0,0,,,
,"グローバル変数",,0,,"G_SUB_15盾_完成待ち",0,0,,,
,"グローバル変数",,0,,"G_SUB_15盾_完成時間",0,0,,,
"リゲル城","グローバル変数",,0,,"G_リゲル城4_演出",0,0,,,
"ドーマ神殿","グローバル変数",,0,,"G_ドーマ神殿4_玉座到着",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿4_中央ホール到着",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_５章オープニング",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_ダメージ開始",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_通路イベント",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_宝物庫イベント",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_最後の扉セリカ配置",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_ベルクト戦勝利",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_エンディング",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_エンディング演出",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_鉄格子イベント",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_最後の扉",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿5_ダンジョンポイント",0,0,,,
,"グローバル変数",,0,,"G_ドーマ神殿6_移動用",0,0,,,
"竜の火口","グローバル変数",,0,,"G_竜の火口4_カウント",0,0,,,
,"グローバル変数",,0,,"G_竜の火口4_閉じ込めイベント",0,0,,,
"フリアの港","グローバル変数",,0,,"G_フリアの港6_進行",0,0,,,
"テーベの地下迷宮","グローバル変数",,0,,"G_テーベの地下迷宮_門番１_封印解除",0,0,,,
,"グローバル変数",,0,,"G_テーベの地下迷宮_門番２_勝利通知要求",0,0,,,
,"グローバル変数",,0,,"G_テーベの地下迷宮_門番２_勝利通知済み",0,0,,,
,"グローバル変数",,0,,"G_テーベの地下迷宮_門番２_アイテム入手済み",0,0,,,
,"グローバル変数",,0,,"<メインクエスト",0,0,,,
,"グローバル変数",,0,,">サブクエスト",0,0,,,
"サブクエスト","グローバル変数",,0,,"G_SUB_01ハム",0,0,,,
,"グローバル変数",,0,,"G_SUB_02ラム葡萄酒",0,0,,,
,"グローバル変数",,0,,"G_SUB_03チーズ",0,0,,,
,"グローバル変数",,0,,"G_SUB_04お菓子",0,0,,,
,"グローバル変数",,0,,"G_SUB_05ひもの",0,0,,,
,"グローバル変数",,0,,"G_SUB_06幻の魚",0,0,,,
,"グローバル変数",,0,,"G_SUB_07幻の銘酒",0,0,,,
,"グローバル変数",,0,,"G_SUB_08死者の王国",0,0,,,
,"グローバル変数",,0,,"G_SUB_09足りない歯車",0,0,,,
,"グローバル変数",,0,,"G_SUB_10逸品の油",0,0,,,
,"グローバル変数",,0,,"G_SUB_11サンゴを集めてくれ",0,0,,,
,"グローバル変数",,0,,"G_SUB_12珍しい指輪",0,0,,,
,"グローバル変数",,0,,"G_SUB_13戦の準備",0,0,,,
,"グローバル変数",,0,,"G_SUB_14酒場の新メニュー",0,0,,,
,"グローバル変数",,0,,"G_SUB_15最強の盾",0,0,,,
,"グローバル変数",,0,,"G_SUB_16ソフィア王家の秘宝",0,0,,,
,"グローバル変数",,0,,"G_SUB_17輝く秘薬",0,0,,,
,"グローバル変数",,0,,"G_SUB_18ここから出して頂戴",0,0,,,
,"グローバル変数",,0,,"G_SUB_19修道女の落し物",0,0,,,
,"グローバル変数",,0,,"G_SUB_20ソフィア王に静寂を",0,0,,,
,"グローバル変数",,0,,"G_SUB_21盗賊をこらしめて",0,0,,,
,"グローバル変数",,0,,"G_SUB_22死者にやすらぎを",0,0,,,
,"グローバル変数",,0,,"G_SUB_23石の耳",0,0,,,
,"グローバル変数",,0,,"G_SUB_24宝をとりもどせドゼー編",0,0,,,
,"グローバル変数",,0,,"G_SUB_25宝をとりもどせギース編",0,0,,,
,"グローバル変数",,0,,"G_SUB_26連れ去られた少女",0,0,,,
,"グローバル変数",,0,,"G_SUB_27囚人の行方",0,0,,,
,"グローバル変数",,0,,"G_SUB_28息子を探して",0,0,,,
,"グローバル変数",,0,,"G_SUB_29父親の思い出",0,0,,,
,"グローバル変数",,0,,"G_SUB_30カワイイものほしいな",0,0,,,
,"グローバル変数",,0,,"G_SUB_31伝説のポーション",0,0,,,
,"グローバル変数",,0,,"G_SUB_32奪われた仕事道具",0,0,,,
,"グローバル変数",,0,,"G_SUB_33奪われた偶像",0,0,,,
,"グローバル変数",,0,,"G_SUB_34愛用の槍",0,0,,,
,"グローバル変数",,0,,"G_SUB_35出られなくなった男",0,0,,,
,"グローバル変数",,0,,"G_SUB_36天上の釣り糸",0,0,,,
,"グローバル変数",,0,,"G_SUB_40遙かなる遠き大地",0,0,,,
,"グローバル変数",,0,,"G_SUB_711もっとうれしく",0,0,,,
,"グローバル変数",,0,,"<サブクエスト",0,0,,,
"記憶の欠片","グローバル変数",,0,,">記憶の欠片",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片０１",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片０２",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片０３",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片０４",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片０５",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片０６",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片０７",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片０８",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片０９",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片１０",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片１１",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片１２",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片１３",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片１４",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片１５",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片１６",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片１７",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片１８",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片１９",0,0,,,
,"グローバル変数",,0,,"G_既読_記憶の欠片２０",0,0,,,
,"グローバル変数",,0,,"<記憶の欠片",0,0,,,
"旅の商人","グローバル変数",,0,,">旅の商人",0,0,,,
,"グローバル変数",,0,,"G_旅の商人_森の村内部",0,0,,,
,"グローバル変数",,0,,"G_旅の商人_山の村",0,0,,,
,"グローバル変数",,0,,"G_旅の商人_賢者の里_緑",0,0,,,
,"グローバル変数",,0,,"G_旅の商人_賢者の里_青",0,0,,,
,"グローバル変数",,0,,"G_旅の商人_賢者の里_ピンク",0,0,,,
,"グローバル変数",,0,,"G_旅の商人_ヌイババ館内部_緑",0,0,,,
,"グローバル変数",,0,,"G_旅の商人_ヌイババ館内部_青",0,0,,,
,"グローバル変数",,0,,"G_旅の商人_ヌイババ館内部_ピンク",0,0,,,
,"グローバル変数",,0,,"<旅の商人",0,0,,,
"ミラの歯車メニュー","グローバル変数",,0,,">ミラの歯車メニュー",0,0,,,
,"グローバル変数",,0,,"G_ミラの歯車メニュー_モード",0,0,,,
,"グローバル変数",,0,,"G_ミラの歯車メニュー_サブモード",0,0,,,
,"グローバル変数",,0,,"G_ミラの歯車メニュー_amiiboダンジョンモード",0,0,,,
,"グローバル変数",,0,,"G_ミラの歯車メニュー_記憶の欠片へ",0,0,,,
,"グローバル変数",,0,,"G_ミラの歯車メニュー_記憶の欠片_選択アイテム",0,0,,,
,"グローバル変数",,0,,"G_ミラの歯車メニュー_記憶の欠片_選択外伝ID",0,0,,,
,"グローバル変数",,0,,"<ミラの歯車メニュー",0,0,,,
"その他","グローバル変数",,0,,">その他",0,0,,,
,"グローバル変数",,0,,"G_勲章_強き絆_カウンター",0,0,,,
,"グローバル変数",,0,,"G_アミーボメニュー開放",0,0,,,
,"グローバル変数",,0,,"G_アミーボ召喚",0,0,,,
,"グローバル変数",,0,,"G_アルム転職許可",0,0,,,
,"グローバル変数",,0,,"G_３章_軍切り替え可能通知",0,0,,,
,"グローバル変数",,0,,"<その他",0,0,,,
