シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"ウェイト","G_砂漠の砦内部3_ジェシー会話",1,"0",,2000,0,,,
,"会話","G_砂漠の砦内部3_ジェシー会話",1,"0","MID_ADV_C_ジェシー1",6,0,,,
,"会話","*else",0,,"MID_ADV2_C_ジェシー",6,0,,,
,"変数セット","G_砂漠の砦内部3_ジェシー会話",1,"0","牢前強制会話",0,1,,,
,"変数セット","G_砂漠の砦内部3_ジェシー会話",2,"0","G_砂漠の砦内部3_ジェシー会話",0,2,,,
,"変数セット","*else",0,,"G_砂漠の砦内部3_ジェシー会話",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"ジェシー仲間入り_選択",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"ジェシーと会話",0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_ジェシー_SELECT",0,0,,,
,"はい選択",,0,,"ジェシー仲間入り_加入",0,0,,,
,"いいえ選択",,0,,"ジェシー仲間入り_拒否",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"ジェシー仲間入り_加入",,,0,,,0,0,,,
,"仲間入り","*加入",2,"ジェシー","ジェシー",0,0,,,
,"立ち絵消去",,0,,"ジェシー",6,0,,,
,"BGM再生","*戦闘済み",1,"ギースの砦","BGM_EVT_AMB",0,0,,,
,"コマンドメニュー再構築","G_砂漠の砦内部3_ジェシー会話",1,"1",,0,0,,,
,"会話メニュー再構築","*else",0,,,0,0,,,
"ジェシー仲間入り_拒否",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV_C_ジェシー2",6,0,,,
,"サブルーチン呼び出し",,0,,"牢獄_フェード後3章",0,0,,,
,"コマンドメニュー再構築","G_砂漠の砦内部3_ジェシー会話",1,"1",,0,0,,,
,"会話終了","*else",0,,,0,0,,,
"作戦室",,,0,,,0,0,,,
,"背景",,0,,"拠点_砂漠の砦_作戦室",0,0,,,
,"サブルーチン呼び出し","*章",1,"3","作戦室_フェード前3章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"外に出る",,,0,,,0,0,,,
,"スポットフラグ","*クリア済み",2,"True","クリア済み",0,1,,,
,"BGM停止",,0,,,2,0,,,
,"環境音停止",,0,,,2,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"仲間入り","*加入",2,"ジェシー","ジェシー",0,0,,,
,"終了",,0,,,0,0,,,
