シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"サブルーチン呼び出し","G_リゲルの村4_ジーク会話",1,"0","GS_一枚絵表示",0,0,"Tlp_Ev_SaviorOfValencia",,
,"フェードイン","G_リゲルの村4_ジーク会話",1,"0",,1,0,,,
,"フェード待ち","G_リゲルの村4_ジーク会話",1,"0",,0,0,,,
,"会話","G_リゲルの村4_ジーク会話",1,"0","MID_ADV_C_ジーク1_2",0,0,,,
,"フェードアウト","G_リゲルの村4_ジーク会話",1,"0",,1,0,,,
,"フェード待ち","G_リゲルの村4_ジーク会話",1,"0",,0,0,,,
,"サブルーチン呼び出し","G_リゲルの村4_ジーク会話",1,"0","GS_一枚絵消去",0,0,,,
,"ウェイト","G_リゲルの村4_ジーク会話",1,"0",,1000,0,,,
,"フェードイン","G_リゲルの村4_ジーク会話",1,"0",,1,0,,,
,"フェード待ち","G_リゲルの村4_ジーク会話",1,"0",,0,0,,,
,"会話","G_リゲルの村4_ジーク会話",1,"1","MID_ADV_C_ジーク3",3,0,,,
,"変数セット",,0,,"G_リゲルの村4_ジーク会話",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"ジーク仲間入り_選択_初回会話",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"ジークと会話",0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_ジーク_SELECT",0,0,,,
,"はい選択",,0,,"ジーク仲間入り_加入_初回会話",0,0,,,
,"いいえ選択",,0,,"ジーク仲間入り_拒否_初回会話",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"ジーク仲間入り_拒否_初回会話",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV_C_ジーク2",3,0,,,
,"コマンドメニュー再構築",,0,,,0,0,,,
"ジーク仲間入り_加入_初回会話",,,0,,,0,0,,,
,"仲間入り","*加入",2,"ジーク","ジーク",0,0,,,
,"コマンドメニュー再構築",,0,,,0,0,,,
"ジーク仲間入り_選択",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"ジークと会話",0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_ジーク_SELECT",0,0,,,
,"はい選択",,0,,"ジーク仲間入り_加入",0,0,,,
,"いいえ選択",,0,,"ジーク仲間入り_拒否",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"ジーク仲間入り_加入",,,0,,,0,0,,,
,"仲間入り","*加入",2,"ジーク","ジーク",0,0,,,
,"立ち絵消去",,0,,"ジーク",3,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"ジーク仲間入り_拒否",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV_C_ジーク2",3,0,,,
,"会話終了",,0,,,0,0,,,
"民家２",,,0,,,0,0,,,
,"背景",,0,,"拠点_リゲル村_民家２",0,0,,,
,"サブルーチン呼び出し","*章",1,"4","民家２_フェード前4章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"出入り口",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"出入り口_記憶の欠片判定",0,0,,,
,"背景",,0,,"拠点_リゲル村_出入り口",0,0,,,
,"サブルーチン呼び出し","*章",1,"4","出入り口_フェード前4章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"出入り口_記憶の欠片判定",,,0,,,0,0,,,
,"サブルーチン終了","G_入手_記憶の欠片０７",1,"1",,0,0,,,
,"サブルーチン終了","G_拠点_リゲル村_出入り口_memory_stone",1,"2",,0,0,,,
,"コメント",,0,,"記憶の欠片設定",0,0,,,
,"変数セット",,0,,"G_拠点_リゲル村_出入り口_memory_stone",0,0,,,
,"変数セット",,0,,"記憶の欠片計算",0,0,,,
,"変数セット","*死亡",2,"ジーク","記憶の欠片計算",1,1,,,
,"変数セット","*死亡",2,"ティータ","記憶の欠片計算",1,1,,,
,"変数セット","*加入",2,"ジーク","記憶の欠片計算",2,1,,,
,"変数セット","*加入",2,"ティータ","記憶の欠片計算",2,1,,,
,"変数セット","記憶の欠片計算",1,"2","G_拠点_リゲル村_出入り口_memory_stone",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"村を出る",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"村を出る_チェック",0,0,,,
,"BGM停止","外へ出る会話チェック",5,"2",,1,0,,,
,"環境音停止","外へ出る会話チェック",5,"2",,1,0,,,
,"フェードアウト","外へ出る会話チェック",5,"2",,1,0,,,
,"サブルーチン呼び出し","外へ出る会話チェック",1,"2","村を出る_イベント",0,0,,,
,"終了",,0,,,0,0,,,
"村を出る_チェック",,,0,,,0,0,,,
,"変数セット","G_リゲルの村4_ジーク会話",1,"1","外へ出る会話チェック",1,1,,,
,"変数セット","*訪問済み",2,"True","外へ出る会話チェック",1,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"村を出る_イベント",,,0,,,0,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景",,0,,"拠点_リゲル村_出入り口",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV1",3,0,,,
,"スポットフラグ",,0,,"訪問済み",0,1,,,
,"BGM停止",,0,,,1500,0,,,
,"環境音停止",,0,,,1500,0,,,
,"フェードアウト",,0,,,1,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
