シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"戻り先指定",,0,,"ほこらを出る",0,0,,,
,"サブルーチン呼び出し",,0,,"マップ設定_盗賊のほこら_入口",0,0,,,
,"ジャンプ","G_盗賊のほこら1_ボス撃破済み",1,"1","ほこらの奥",0,0,,,
,"背景",,0,,"拠点_盗賊のほこら_入り口",0,0,,,
,"立ち絵追加","G_盗賊のほこら1_ボス撃破済み",1,"0",,3,0,"盗賊B",,
,"フェードイン",,0,,,1,0,,,
,"ウェイト",,0,,,1000,0,,,
,"現在地表示",,0,,,0,0,,,
,"サブルーチン呼び出し","G_盗賊のほこら1_初回訪問",2,"0","見張りと会話_2回目以降",0,0,,,
,"サブルーチン呼び出し","G_盗賊のほこら1_初回訪問",1,"0","見張りと会話",0,0,,,
,"ジャンプ",,0,,"ほこらの奥",0,0,,,
"見張りと会話",,,0,,,0,0,,,
,"会話",,0,,"MID_EV1_1",0,0,,,
,"立ち絵消去",,0,,"盗賊B",3,0,,,
,"ウェイト",,0,,,1000,0,,,
,"ダイアログ",,0,,"MID_EV1_1_確認",0,0,,,
,"変数セット",,0,,"G_盗賊のほこら1_初回訪問",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"見張りと会話_2回目以降",,,0,,,0,0,,,
,"会話",,0,,"MID_EV1_2",0,0,,,
,"立ち絵消去",,0,,"盗賊B",3,0,,,
,"ウェイト",,0,,,1000,0,,,
,"ダイアログ",,0,,"MID_EV1_2_確認",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ほこらの奥",,,0,,,0,0,,,
,"出撃選択",,0,,"迷路_盗賊のほこら１",0,0,"Dng_TozokuHokora",,
,"ダンジョン",,0,,"迷路_盗賊のほこら１",0,0,"start1",,
,"ジャンプ",,0,,"ほこらの出口",0,0,,,
"戻る",,,0,,,0,0,,,
,"BGM停止",,0,,,1,0,,,
,"ダンジョン",,0,,"迷路_盗賊のほこら１",0,0,"start2",,
,"ジャンプ",,0,,"ほこらの出口",0,0,,,
"ボスから退却",,,0,,,0,0,,,
,"コメント",,0,,"◆◆ボスから退却",0,0,,,
,"ダンジョン",,0,,"迷路_盗賊のほこら１",0,0,"start2",,
,"ジャンプ",,0,,"ほこらの出口",0,0,,,
"ほこらの出口",,,0,,,0,0,,,
,"ジャンプ","*結果",1,"exit1","ほこらを出る",0,0,,,
,"ジャンプ","*結果",1,"exit2","ほこらの奥ボス前",0,0,,,
,"アサート",,0,,"結果が不正です",0,0,,,
"ほこらの奥ボス前",,,0,,,0,0,,,
,"ジャンプ","G_盗賊のほこら1_ボス撃破済み",1,"1","ミラ神像",0,0,,,
,"ジャンプ",,0,,"ほこらの奥ボス",0,0,,,
"ほこらの奥ボス",,,0,,,0,0,,,
,"戻り先指定",,0,,"ボスから退却",0,0,,,
,"背景",,0,,"拠点_盗賊のほこら_ミラ神像",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"壁紙表示",,0,,,0,0,,,
,"立ち絵追加",,0,,,7,0,"シルク倒れ",,
,"立ち絵追加",,0,,,6,0,"盗賊頭",,
,"フェードイン",,0,,,3,0,,,
,"ウェイト",,0,,,1000,0,,,
,"会話","G_盗賊のほこら1_ボス会話済み",1,"0","MID_EV2",6,0,,,
,"会話","G_盗賊のほこら1_ボス会話済み",2,"0","MID_EV3",6,0,,,
,"変数セット",,0,,"G_盗賊のほこら1_ボス会話済み",0,1,,,
,"フェードアウト",,0,,,3,0,,,
,"フェード待ち",,0,,,0,0,,,
,"壁紙消去",,0,,,0,0,,,
,"バトル",,0,,"戦場_盗賊のほこら_ボス",0,0,,,
,"ジャンプ","*結果",1,"退却","ボスから退却",0,0,,,
,"変数セット",,0,,"G_盗賊のほこら1_ボス撃破済み",0,1,,,
,"変数セット",,0,,"敵全滅済み",0,1,,,
,"スポットフラグ",,0,,"クリア済み",0,1,,,
,"ジャンプ",,0,,"ミラ神像",0,0,,,
"ミラ神像",,,0,,,0,0,,,
,"戻り先指定",,0,,"ミラ神像",0,0,,,
,"サブルーチン呼び出し",,0,,"マップ設定_盗賊のほこら_奥",0,0,,,
,"背景",,0,,"拠点_盗賊のほこら_ミラ神像",0,0,,,
,"サブルーチン呼び出し","*章",1,"2","ミラ神像_シルクセリカ",0,0,,,
,"サブルーチン呼び出し","*章",1,"1","ミラ神像_シルクチェック",0,0,,,
,"サブルーチン呼び出し","*章",4,"3","ミラ神像_シルク判定",0,0,,,
,"ミラコマンド追加",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"ミラ神像_シルクセリカ",,,0,,,0,0,,,
,"立ち絵追加","*加入",2,"シルク","シルクと会話セリカ",3,1,"シルク",,
,"サブルーチン終了",,0,,,0,0,,,
"シルクと会話セリカ",,,0,,,0,0,,,
,"会話","G_盗賊のほこら2_シルク会話セリカ",1,"0","MID_ADV1_シルク",3,0,,,
,"会話","G_盗賊のほこら2_シルク会話セリカ",1,"1","MID_ADV2_シルク",3,0,,,
,"変数セット","G_盗賊のほこら2_シルク会話セリカ",1,"0","G_盗賊のほこら2_シルク会話セリカ",0,1,,,
,"会話終了",,0,,,0,0,,,
"ミラ神像_シルク判定",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_盗賊のほこら1_シルク_仲間入り",2,"0","ミラ神像_シルクチェック",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラ神像_シルクチェック",,,0,,,0,0,,,
,"サブルーチン呼び出し","*加入",2,"シルク","ミラ神像_シルク立ち絵追加",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ミラ神像_シルク立ち絵追加",,,0,,,0,0,,,
,"立ち絵追加","G_盗賊のほこら1_シルク_仲間入り",1,"0","シルクと会話1",3,1,"シルク倒れ","MID_ADV_C_NAMEシルク",
,"立ち絵追加","G_盗賊のほこら1_シルク_仲間入り",2,"0","シルクと会話2",3,1,"シルク",,
,"サブルーチン終了",,0,,,0,0,,,
"シルクと会話1",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵表示",0,0,"Tlp_Ev_RescueTheSilk",,
,"会話",,0,,"MID_ADV1_シルク1",3,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"テロップ消去",,0,,,0,0,,,
,"立ち絵消去",,0,,"シルク倒れ",3,0,,,
,"立ち絵追加",,0,,,3,0,"シルク",,
,"ウェイト",,0,,,500,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ADV1_シルク2",3,0,,,
,"効果音再生",,0,,"SE_EVT_1_GEAR_LIGHT",0,0,,,
,"フェードアウト",,0,,,3,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,200,0,,,
,"フェードイン",,0,,,3,0,"white",,
,"会話",,0,,"MID_ADV1_シルク3_2",3,0,,,
,"変数セット",,0,,"G_ソフィア城3_ミラの歯車",0,1,,,
,"効果音再生",,0,,"SE_EVT_1_GEAR_LIGHT2",0,0,,,
,"フェードアウト",,0,,,1,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵表示",0,0,"Tlp_EV_CrisisSofia",,
,"ウェイト",,0,,,1000,0,,,
,"フェードイン",,0,,,1,0,"white",,
,"会話",,0,,"MID_EV4",0,1,,,
,"効果音再生",,0,,"SE_EVT_1_GEAR_LIGHT4",0,0,,,
,"フェードアウト",,0,,,1,0,"white",,
,"フェード待ち",,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_一枚絵消去",0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"壁紙表示",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,"white",,
,"会話",,0,,"MID_ADV1_シルク4",3,0,,,
,"アイテム入手",,0,,"IID_ミラの歯車(アルム)",0,0,,,
,"会話",,0,,"MID_ADV_シルク仲間入り会話_0",3,0,,,
,"変数セット",,0,,"シルク切り替え",0,1,,,
,"変数セット",,0,,"G_盗賊のほこら1_シルク_仲間入り",0,1,,,
,"はい・いいえ選択",,0,,"MID_ADV2_シルク_SELECT",0,0,,,
,"はい選択",,0,,"シルク加入",0,0,,,
,"いいえ選択",,0,,"シルク加入拒否",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"シルクと会話2",,,0,,,0,0,,,
,"変数セット",,0,,"シルク切り替え",0,0,,,
,"会話",,0,,"MID_ADV_シルク仲間入り会話_1",3,0,,,
,"はい・いいえ選択",,0,,"MID_ADV2_シルク_SELECT",0,0,,,
,"はい選択",,0,,"シルク加入",0,0,,,
,"いいえ選択",,0,,"シルク加入拒否",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"シルク加入",,,0,,,0,0,,,
,"仲間入り","*加入",2,"シルク","シルク",0,0,,,
,"立ち絵消去","*加入",1,"シルク","シルク",3,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"シルク加入拒否",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV2_シルク2",3,0,,,
,"会話メニュー再構築","シルク切り替え",1,"1",,0,0,,,
,"会話終了",,0,,,0,0,,,
"像を調べる",,,0,,,0,0,,,
,"クラスチェンジ",,0,,,0,0,,,
,"会話終了",,0,,,0,0,,,
"奥へと続く道",,,0,,,0,0,,,
,"ダイアログ",,0,,"壁が壊れて奥に進めるようになった。",0,0,,,
,"変数セット",,0,,"ほこらの泉へ進む許可",0,1,,,
,"移動先許可",,0,,"奥へ",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"奥へ",,,0,,,0,0,,,
,"ダンジョン",,0,,"迷路_盗賊のほこら_部屋１",0,0,"start1",,
,"ジャンプ",,0,,"ミラ神像",0,0,,,
"ほこらを出る",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"アイテム入手",,0,,"IID_ミラの歯車(アルム)",0,0,,,
,"仲間入り","*加入",2,"シルク","シルク",0,0,,,
,"変数セット",,0,,"G_ソフィア城3_ミラの歯車",0,1,,,
,"終了",,0,,,0,0,,,
