シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"背景",,0,,"拠点_リゲル城_中央ホール",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_ED2",0,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"メッセージファイル解放",,0,,"森の北",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"水門内部演出",,,0,,,0,0,,,
,"変数セット",,0,,"G_水門内部3_演出",0,0,,,
,"メッセージファイル読み込み",,0,,"水門内部_3",0,0,,,
,"背景",,0,,"拠点_ドーマの塔_屋上",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV3",0,0,,,
,"フェードアウト",,0,,,3000,0,,,
,"フェード待ち",,0,,,0,0,,,
,"メッセージファイル解放",,0,,"水門内部_3",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"章セット",,0,,"水門内部",4,1,,,
,"GMAPセット",,0,,"ミラ神殿内部",1,2,,,
,"GMAPセット",,0,,"水門内部",1,1,,,
,"イベントジャンプ",,0,,"水門内部",0,0,,,
"ドゼーの砦演出",,,0,,,0,0,,,
,"変数セット",,0,,"G_ドゼーの砦3_クリア",0,2,,,
,"メッセージファイル読み込み",,0,,"GmapEV",0,0,,,
,"背景",,0,,"水門",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_Gmap3_1",0,0,,,
,"環境音停止",,0,,,2,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"メッセージファイル解放",,0,,"GmapEV",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"ノーヴァの港演出",,,0,,,0,0,,,
,"メッセージファイル読み込み",,0,,"ノーヴァの港_2",0,0,,,
,"変数セット",,0,,"G_ノーヴァの港2_演出",0,2,,,
,"壁紙表示",,0,,,0,0,,,
,"カットシーン",,0,,"S02_EV01",0,0,,,
,"壁紙消去",,0,,,0,0,,,
,"背景",,0,,"ドーマの祭壇",0,0,,,
,"BGM停止",,0,,"BGM_MAP_B_A4",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV4",0,0,,,
,"フェードアウト",,0,,,2,0,,,
,"フェード待ち",,0,,,0,0,,,
,"メッセージファイル解放",,0,,"ノーヴァの港_2",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"リゲル城演出",,,0,,,0,0,,,
,"変数セット",,0,,"G_リゲル城4_演出",0,2,,,
,"メッセージファイル読み込み",,0,,"リゲル城",0,0,,,
,"背景",,0,,"拠点_ドーマの塔_屋上",0,0,,,
,"BGM停止",,0,,,0,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"会話",,0,,"MID_EV5",0,0,,,
,"フェードアウト",,0,,,2000,0,,,
,"フェード待ち",,0,,,0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"メッセージファイル解放",,0,,"リゲル城",0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"終了",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
