シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"支援会話データ作成","*クリア済み",2,"True","PID_クレーベ",0,0,"PID_パイソン",,
,"BGM停止",,0,,,1500,0,,,
,"環境音停止",,0,,,1500,0,,,
,"フェードアウト",,0,,,1500,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景表示",,0,,,0,0,,,
,"ウェイト",,0,,,1000,0,,,
,"フェードイン",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"アイテム入手","G_E020_報酬管理",1,"1","IID_クレーベの槍",0,0,,,
,"アイテム入手","G_E020_報酬管理",1,"1","IID_ルカの盾",0,0,,,
,"変数セット","G_E020_報酬管理",1,"1","G_E020_報酬管理",0,2,,,
,"BGM停止",,0,,,1000,0,,,
,"環境音停止",,0,,,1000,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"背景表示",,0,,,1,0,,,
,"スポットフラグ",,0,,"クリア済み",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"終了",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
