シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"はい・いいえ選択実行",,0,,,0,0,,,
"ティータ仲間入り_加入",,,0,,,0,0,,,
,"仲間入り","*加入",2,"ティータ","ティータ",0,0,,,
,"立ち絵消去",,0,,"ティータ",6,0,,,
,"コマンドメニュー再構築","G_ヌイババ館内部4_ティータ会話",1,"1",,0,0,,,
,"会話メニュー再構築","*else",0,,,0,0,,,
"ティータ仲間入り_拒否",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV_C_ティータ2",6,0,,,
,"コマンドメニュー再構築","G_ヌイババ館内部4_ティータ会話",1,"1",,0,0,,,
,"会話終了","*else",0,,,0,0,,,
"牢獄２",,,0,,,0,0,,,
,"背景",,0,,"拠点_ヌイババの館_牢獄２",0,0,,,
,"サブルーチン呼び出し",,0,,"牢獄２_SUB27設定",0,0,,,
,"サブルーチン呼び出し",,0,,"牢獄２_商人配置",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"牢獄２_SUB27設定",,,0,,,0,0,,,
,"変数セット",,0,,"SUB27設定",0,0,,,
,"変数セット","G_SUB_27書き置き見た",4,"1","SUB27設定",1,1,,,
,"変数セット","G_SUB_27解放",5,"1","SUB27設定",1,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄２_商人配置",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ヌイババ館内部4_牢獄２解放",1,"1","牢獄２_商人設定",0,0,,,
,"サブルーチン呼び出し","*else",0,,"牢獄２_商人牢屋",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄２_商人牢屋",,,0,,,0,0,,,
,"立ち絵追加","G_旅の商人_ヌイババ館内部_緑",2,"1","牢獄２_扉_開ける前会話",6,0,"商人緑",,"デプステスト有り"
,"立ち絵追加","G_旅の商人_ヌイババ館内部_青",2,"1","牢獄２_扉_開ける前会話",7,0,"商人青",,"デプステスト有り"
,"立ち絵追加","G_旅の商人_ヌイババ館内部_ピンク",2,"1","牢獄２_扉_開ける前会話",8,0,"商人ピンク",,"デプステスト有り"
,"立ち絵追加","SUB27設定",1,"2","牢獄２_扉_開ける前会話",9,0,"男性","MPID_村の商人","デプステスト有り"
,"サブルーチン呼び出し",,0,,"牢獄２_扉設定",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄２_扉設定",,,0,,,0,0,,,
,"変数セット",,0,,"牢獄２扉設定",0,0,,,
,"変数セット","G_旅の商人_ヌイババ館内部_緑",2,"1","牢獄２扉設定",0,1,,,
,"変数セット","G_旅の商人_ヌイババ館内部_青",2,"1","牢獄２扉設定",0,1,,,
,"変数セット","G_旅の商人_ヌイババ館内部_ピンク",2,"1","牢獄２扉設定",0,1,,,
,"変数セット","SUB27設定",1,"2","牢獄２扉設定",1,1,,,
,"変数セット","G_ヌイババ館内部4_牢獄２解放",1,"1","牢獄２扉設定",0,0,,,
,"調べるポイント追加","牢獄２扉設定",4,"1","牢獄２_扉_調べる",0,0,"irondoor",,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄２_扉_開ける前会話",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_Door",0,0,,,
,"はい選択",,0,,"牢獄２_扉_開ける会話",0,0,,,
,"いいえ選択",,0,,"牢獄２_扉_開けない会話",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"牢獄２_扉_開けない会話",,,0,,,0,0,,,
,"会話終了",,0,,,0,0,,,
"牢獄２_扉_調べる",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_Door",0,0,,,
,"はい選択",,0,,"牢獄２_商人牢屋から出る",0,0,,,
,"いいえ選択",,0,,"牢獄２_扉_開けない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"牢獄２_扉_開ける会話",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"牢獄２_商人牢屋から出る",0,0,,,
,"コマンドメニュー再構築",,0,,,0,0,,,
"牢獄２_扉_開けない",,,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄２_商人牢屋から出る",,,0,,,0,0,,,
,"オブジェクトセット",,0,,"irondoor",5,0,,,
,"ウェイト",,0,,,1000,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"変数セット",,0,,"G_ヌイババ館内部4_牢獄２解放",0,1,,,
,"立ち絵消去","G_旅の商人_ヌイババ館内部_緑",2,"1","商人緑",6,0,,,
,"立ち絵消去","G_旅の商人_ヌイババ館内部_青",2,"1","商人青",7,0,,,
,"立ち絵消去","G_旅の商人_ヌイババ館内部_ピンク",2,"1","商人ピンク",8,0,,,
,"立ち絵消去","SUB27設定",1,"2","男性",9,0,,,
,"サブルーチン呼び出し",,0,,"牢獄２_商人設定",0,0,,,
,"ウェイト",,0,,,2000,0,,,
,"フェードイン",,0,,,1,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄２_商人設定",,,0,,,0,0,,,
,"オブジェクトセット",,0,,"irondoor",5,0,,,
,"立ち絵追加","G_旅の商人_ヌイババ館内部_緑",1,"0","旅の商人緑",5,0,"商人緑",,
,"立ち絵追加","G_旅の商人_ヌイババ館内部_青",1,"0","旅の商人青",2,0,"商人青",,
,"立ち絵追加","G_旅の商人_ヌイババ館内部_ピンク",1,"0","旅の商人ピンク",1,0,"商人ピンク",,
,"立ち絵追加","SUB27設定",1,"2","SUB27_村の商人",4,0,"男性","MPID_村の商人",
,"サブルーチン終了",,0,,,0,0,,,
"SUB27_村の商人",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB27_4_1",4,0,,,
,"変数セット",,0,,"G_SUB_27解放",0,1,,,
,"変数セット",,0,,"G_SUB_27書き置き見た",0,3,,,
,"ダイアログ",,0,,"MID_SUB27_確認4_1",0,0,,,
,"立ち絵消去",,0,,"男性",4,0,,,
,"サブルーチン呼び出し",,0,,"牢獄２_SUB27設定",0,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"旅の商人緑",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_旅の商人",1,0,"G_旅の商人_ヌイババ館内部_緑",,
,"会話終了",,0,,,0,0,,,
"旅の商人青",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_旅の商人",2,0,"G_旅の商人_ヌイババ館内部_青",,
,"会話終了",,0,,,0,0,,,
"旅の商人ピンク",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_旅の商人",3,0,"G_旅の商人_ヌイババ館内部_ピンク",,
,"会話終了",,0,,,0,0,,,
"外に出る",,,0,,,0,0,,,
,"BGM停止",,0,,,1,0,,,
,"環境音停止",,0,,,1,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
