シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"サブルーチン終了",,0,,,0,0,,,
"牢獄マチルダ立ち絵",,,0,,,0,0,,,
,"サブルーチン呼び出し","G_ドゼーの砦3_マチルダ死亡",2,"1","牢獄マチルダ立ち絵2",0,0,,,
,"サブルーチン終了",,0,,,0,0,,,
"牢獄マチルダ立ち絵2",,,0,,,0,0,,,
,"立ち絵追加","G_ドゼーの砦内部3_マチルダ会話",1,"0","マチルダと会話_扉開前",6,0,"マチルダ","MID_ADV_C_NAMEマチルダ","デプステスト有り"
,"立ち絵追加","G_ドゼーの砦内部3_マチルダ会話",1,"1","マチルダ仲間入り_選択",6,0,"マチルダ",,"デプステスト有り"
,"立ち絵追加","G_ドゼーの砦内部3_マチルダ会話",1,"2","マチルダ仲間入り_選択",6,0,"マチルダ",,"デプステスト有り"
,"サブルーチン終了",,0,,,0,0,,,
"マチルダと会話_扉開前",,,0,,,0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_Door",0,0,,,
,"はい選択",,0,,"マチルダ仲間入り_選択",0,0,,,
,"いいえ選択",,0,,"マチルダと会話_開けない",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"マチルダと会話_開けない",,,0,,,0,0,,,
,"会話終了",,0,,,0,0,,,
"マチルダと会話",,,0,,,0,0,,,
,"オブジェクトセット","G_ドゼーの砦内部3_マチルダ会話",1,"0","irondoor",5,0,,,
,"ウェイト","G_ドゼーの砦内部3_マチルダ会話",1,"0",,2000,0,,,
,"会話","G_ドゼーの砦内部3_マチルダ会話",1,"0","MID_ADV_C_マチルダ",6,0,,,
,"会話","*else",0,,"MID_ADV2_C_マチルダ",6,0,,,
,"変数セット","G_ドゼーの砦内部3_マチルダ会話",1,"0","牢前強制会話",0,1,,,
,"変数セット","G_ドゼーの砦内部3_マチルダ会話",2,"0","G_ドゼーの砦内部3_マチルダ会話",0,2,,,
,"変数セット","*else",0,,"G_ドゼーの砦内部3_マチルダ会話",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"マチルダ仲間入り_選択",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"マチルダと会話",0,0,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_マチルダ_SELECT",0,0,,,
,"はい選択",,0,,"マチルダ仲間入り_加入",0,0,,,
,"いいえ選択",,0,,"マチルダ仲間入り_拒否",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"マチルダ仲間入り_加入",,,0,,,0,0,,,
,"仲間入り","*加入",2,"マチルダ","マチルダ",0,0,,,
,"立ち絵消去",,0,,"マチルダ",6,0,,,
,"コマンドメニュー再構築","G_ドゼーの砦内部3_マチルダ会話",1,"1",,0,0,,,
,"会話メニュー再構築","*else",0,,,0,0,,,
"マチルダ仲間入り_拒否",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV_C_マチルダ2",6,0,,,
,"サブルーチン呼び出し",,0,,"牢獄_フェード後3章",0,0,,,
,"コマンドメニュー再構築","G_ドゼーの砦内部3_マチルダ会話",1,"1",,0,0,,,
,"会話終了","*else",0,,,0,0,,,
"外に出る",,,0,,,0,0,,,
,"BGM停止",,0,,,1,0,,,
,"フェードアウト",,0,,,1,0,,,
,"フェード待ち",,0,,,0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"終了",,0,,,0,0,,,
