シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"サブルーチン終了",,0,,,0,0,,,
"SUB10_アイテムランダム両方あり",,,0,,,0,0,,,
,"乱数生成",,0,,,8,0,,,
,"アイテム入手","*乱数",1,"0","IID_スープ",0,0,,,
,"アイテム入手","*乱数",1,"1","IID_ラムの葡萄酒",0,0,,,
,"アイテム入手","*乱数",1,"2","IID_薬草のリキュール",0,0,,,
,"アイテム入手","*乱数",1,"3","IID_はちみつ",0,0,,,
,"アイテム入手","*乱数",1,"4","IID_スイートクッキー",0,0,,,
,"アイテム入手","*乱数",1,"5","IID_生命の木の実",0,0,,,
,"アイテム入手","*乱数",1,"6","IID_竜のうろこ",0,0,,,
,"貨幣取得","*乱数",1,"7",,0,10,,,
,"変数セット","*乱数",1,"6","G_SUB10_うろこ入手",0,1,,,
,"変数セット","*乱数",1,"5","G_SUB10_きのみ入手",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB10_アイテムランダム両方なし",,,0,,,0,0,,,
,"乱数生成",,0,,,6,0,,,
,"アイテム入手","*乱数",1,"0","IID_スープ",0,0,,,
,"アイテム入手","*乱数",1,"1","IID_ラムの葡萄酒",0,0,,,
,"アイテム入手","*乱数",1,"2","IID_薬草のリキュール",0,0,,,
,"アイテム入手","*乱数",1,"3","IID_はちみつ",0,0,,,
,"アイテム入手","*乱数",1,"4","IID_スイートクッキー",0,0,,,
,"貨幣取得","*乱数",1,"5",,0,10,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB10_アイテムランダムきのみ",,,0,,,0,0,,,
,"乱数生成",,0,,,7,0,,,
,"アイテム入手","*乱数",1,"0","IID_スープ",0,0,,,
,"アイテム入手","*乱数",1,"1","IID_ラムの葡萄酒",0,0,,,
,"アイテム入手","*乱数",1,"2","IID_薬草のリキュール",0,0,,,
,"アイテム入手","*乱数",1,"3","IID_はちみつ",0,0,,,
,"アイテム入手","*乱数",1,"4","IID_スイートクッキー",0,0,,,
,"アイテム入手","*乱数",1,"5","IID_生命の木の実",0,0,,,
,"貨幣取得","*乱数",1,"6",,0,10,,,
,"変数セット","*乱数",1,"5","G_SUB10_きのみ入手",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB10_アイテムランダムうろこ",,,0,,,0,0,,,
,"乱数生成",,0,,,7,0,,,
,"アイテム入手","*乱数",1,"0","IID_スープ",0,0,,,
,"アイテム入手","*乱数",1,"1","IID_ラムの葡萄酒",0,0,,,
,"アイテム入手","*乱数",1,"2","IID_薬草のリキュール",0,0,,,
,"アイテム入手","*乱数",1,"3","IID_はちみつ",0,0,,,
,"アイテム入手","*乱数",1,"4","IID_スイートクッキー",0,0,,,
,"アイテム入手","*乱数",1,"5","IID_竜のうろこ",0,0,,,
,"貨幣取得","*乱数",1,"6",,0,10,,,
,"変数セット","*乱数",1,"5","G_SUB10_うろこ入手",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"SUB10_通常油なし",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB10_2_1",10,0,,,
,"会話終了",,0,,,0,0,,,
"SUB10_通常なし",,,0,,,0,0,,,
,"会話",,0,,"MID_SUB10_2_4",10,0,,,
,"会話終了",,0,,,0,0,,,
