シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"会話","G_解放軍のアジト1_フォルス会話",1,"1","MID_ADV_C_フォルス仲間入り会話2",2,0,,,
,"変数セット","G_解放軍のアジト1_フォルス会話",1,"0","G_解放軍のアジト1_フォルス会話",0,1,,,
,"はい・いいえ選択",,0,,"MID_ADV_C_フォルス_SELECT",0,0,,,
,"はい選択",,0,,"フォルス仲間入り_加入",0,0,,,
,"いいえ選択",,0,,"フォルス仲間入り_拒否",0,0,,,
,"はい・いいえ選択実行",,0,,,0,0,,,
"フォルス仲間入り_加入",,,0,,,0,0,,,
,"仲間入り","*加入",2,"フォルス","フォルス",0,0,,,
,"立ち絵消去",,0,,"フォルス",2,0,,,
,"会話メニュー再構築",,0,,,0,0,,,
"フォルス仲間入り_拒否",,,0,,,0,0,,,
,"会話",,0,,"MID_ADV_C_フォルス2",2,0,,,
,"会話終了",,0,,,0,0,,,
"外に出る",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"GS_セーブメニュー",0,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"サブルーチン呼び出し","*章",1,"1","アドベンチャーをスキップ_1章",0,0,,,
,"ジャンプ",,0,,"外に出る",0,0,,,
