シーケンス,コマンド,条件1,比較,条件2,引数１（ジャンプ先）,引数２,引数３,引数４,引数５,引数６
,"サブルーチン呼び出し","*章",1,"1","謁見の間_イベント1章",0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"宝物庫",,,0,,,0,0,,,
,"背景",,0,,"拠点_ソフィア城_宝物庫",0,0,,,
,"サブルーチン呼び出し","*章",1,"1","宝物庫_立ち絵1章",0,0,,,
,"サブルーチン呼び出し","*章",4,"3","宝物庫_SUB16",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"中央ホール",,,0,,,0,0,,,
,"変数セット","G_SUB_20MOB会話",1,"3","G_SUB_20MOB会話",0,2,,,
,"背景",,0,,"拠点_ソフィア城_中央ホール",0,0,,,
,"サブルーチン呼び出し","*章",4,"2","中央ホール_SUB03",0,0,,,
,"サブルーチン呼び出し","G_SUB_16ソフィア王家の秘宝",1,"2","中央ホール_SUB20",0,0,,,
,"サブルーチン呼び出し","*章",4,"3","中央ホール_SUB24",0,0,,,
,"サブルーチン呼び出し","*章",1,"1","中央ホール_フェード前1章",0,0,,,
,"サブルーチン呼び出し","*章",1,"2","中央ホール_フェード前2章",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"サブルーチン呼び出し","*章",1,"1","中央ホール_イベント1章",0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"階段前",,,0,,,0,0,,,
,"変数セット","G_SUB_20MOB会話",1,"3","G_SUB_20MOB会話",0,2,,,
,"背景",,0,,"拠点_ソフィア城_階段前",0,0,,,
,"サブルーチン呼び出し","*章",1,"1","階段1章",0,0,,,
,"サブルーチン呼び出し","*章",1,"2","階段2章",0,0,,,
,"フェードイン","*章",4,"3",,1,0,,,
,"フェード待ち","*章",4,"3",,0,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"玄関へ",,,0,,,0,0,,,
,"変数セット","G_SUB_20MOB会話",1,"3","G_SUB_20MOB会話",0,2,,,
,"サブルーチン呼び出し",,0,,"移動先_ソフィア城1F",0,0,,,
,"ジャンプ",,0,,"玄関",0,0,,,
"中央ホールへ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_ソフィア城1FB",0,0,,,
,"ジャンプ",,0,,"中央ホール",0,0,,,
"バルコニーへ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_ソフィア城2F",0,0,,,
,"ジャンプ",,0,,"バルコニー",0,0,,,
"バルコニー",,,0,,,0,0,,,
,"サブルーチン呼び出し","*章",1,"2","バルコニー_2章ムービー",0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_ソフィア城2F",0,0,,,
,"サブルーチン呼び出し",,0,,"バルコニー_記憶の欠片判定",0,0,,,
,"背景",,0,,"拠点_ソフィア城_バルコニー",0,0,,,
,"サブルーチン呼び出し","*章",1,"1","バルコニー_フェード前1章",0,0,,,
,"サブルーチン呼び出し","*章",1,"2","バルコニー_フェード前2章",0,0,,,
,"サブルーチン呼び出し","*章",1,"2","バルコニー_2章エンディングへ",0,0,,,
,"フェードイン",,0,,,1,0,,,
,"現在地表示",,0,,,0,0,,,
,"コマンド実行",,0,,,0,0,,,
"バルコニー_記憶の欠片判定",,,0,,,0,0,,,
,"サブルーチン終了","G_入手_記憶の欠片０８",1,"1",,0,0,,,
,"サブルーチン終了","G_拠点_ソフィア城_バルコニー_memory_stone",1,"2",,0,0,,,
,"コメント",,0,,"記憶の欠片設定",0,0,,,
,"変数セット",,0,,"G_拠点_ソフィア城_バルコニー_memory_stone",0,0,,,
,"変数セット",,0,,"記憶の欠片計算",0,0,,,
,"変数セット","*加入",1,"フォルス","記憶の欠片計算",1,1,,,
,"変数セット","*加入",1,"パイソン","記憶の欠片計算",1,1,,,
,"変数セット","*死亡",1,"フォルス","記憶の欠片計算",2,1,,,
,"変数セット","*死亡",1,"パイソン","記憶の欠片計算",2,1,,,
,"変数セット","*章",3,"2","記憶の欠片計算",0,99,,,
,"変数セット","記憶の欠片計算",1,"2","G_拠点_ソフィア城_バルコニー_memory_stone",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"1階へ",,,0,,,0,0,,,
,"サブルーチン呼び出し",,0,,"移動先_ソフィア城1FB",0,0,,,
,"ジャンプ",,0,,"階段前",0,0,,,
"ナイトキラー入手",,,0,,,0,0,,,
,"アイテム入手",,0,,"IID_ナイトキラー",0,0,,,
,"変数セット",,0,,"G_ソフィア城1_ナイトキラー",0,1,,,
,"サブルーチン終了",,0,,,0,0,,,
"城の外へ",,,0,,,0,0,,,
,"BGM停止",,0,,,1,0,,,
,"環境音停止",,0,,,1,0,,,
,"終了",,0,,,0,0,,,
"アドベンチャーをスキップ",,,0,,,0,0,,,
,"ジャンプ","*章",1,"1","アドベンチャーをスキップ_1章",0,0,,,
,"ジャンプ","*章",1,"2","アドベンチャーをスキップ_2章",0,0,,,
,"ジャンプ",,0,,"城の外へ",0,0,,,
